row,gold_set,provider,merchant_raw,description_raw,amount,direction,gold_leaf,gold_general,review_notes,agree,native_category_raw,plaid_leaf,plaid_general,native_leaf,native_general,pipeline_leaf,pipeline_general,pipeline_tier,gold_matches_native,gold_matches_pipeline,gold_matches_native_general,gold_matches_pipeline_general,excluded_from_v3_score_self_sourced_dict
1140,v3_volume,plaid,Netflix,4097 05AUG25      NETFLIX.COM       LOS GATOS GB,5.99,debit,streaming,digital_subscriptions_services,Netflix subscription.,established,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,entertainment_other,entertainment_leisure,entertainment_other,entertainment_leisure,streaming,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,no
1141,v3_volume,plaid,Capital One,CAPITAL ONE,15,debit,credit_card_repayment,credit_loan_repayments,Capital One card repayment.,yes,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
1142,v3_volume,plaid,Bpo Collections Ltfirst,REVERSAL OF 10-10 BPO COLLECTIONS LTFIRST PAYMENT,-6.5,credit,returned_payment,fees_charges,REVERSAL OF BPO Collections first payment; UNP/reversal rule. BPO is a debt collector but the txn is a reversal credit.,no,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,T6_native_fallback,no,no,no,no,no
1143,v3_volume,plaid,BetVictor,BETVICTOR LIMITED,-20,credit,gambling_unspecified,gambling,"BetVictor credit is betting winnings, not income. T1: bookmaker CREDIT is winnings → gambling_unspecified, not the spend subtype.",established,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,yes,no,yes,yes,no
1144,v3_volume,plaid,Caddy Comps LTD,CADDY COMPS LTD,7.9,debit,prize_competitions,gambling,Caddy Comps prize-draw platform.,established,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,T6_native_fallback,no,no,no,no,no
1145,v3_volume,plaid,Klarna,2422 17SEP25  D   KLARNA*BAZAAR     GROUP             LONDON GB,16.66,debit,bnpl,credit_loan_repayments,"Klarna*BAZAAR GROUP London; Bazaar Food Hall vs other Bazaar entities not unique, so do not force a shop leaf.",yes,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
1146,v3_volume,plaid,The Dubliner,The Dubliner,12,debit,pub_bar,eating_drinking_out,The Dubliner pub.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,pub_bar,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
1147,v3_volume,plaid,HM Revenue and Customs,HMRC CHILD BENEFIT 08323226,-60.55,credit,benefits_state,income_benefits_state_support,HMRC Child Benefit credit.,yes,INCOME_SALARY,salary,income_employment,salary,income_employment,tax_payment,council_tax_government,T4_dictionary,no,no,no,no,no
1148,v3_volume,plaid,Sompting Convenience Stor,SOMPTING CONVENIEN,25.1,debit,convenience_store,groceries_household_essentials,Named convenience store.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,convenience_store,groceries_household_essentials,T4_dictionary,no,yes,no,yes,no
1149,v3_volume,plaid,Just Eat,CARD PAYMENT TO JUST EAT ON 12-06-2025,29.71,debit,takeaway,eating_drinking_out,Just Eat delivery.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
1150,v3_volume,plaid,eBay,eBay,53.65,debit,marketplace_general,general_retail_marketplaces,eBay; not Amazon.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,yes,yes,yes,yes,no
1151,v3_volume,plaid,Vinted,"VINTED (VIA APPLE PAY), ON 05-09-2025",46.6,debit,marketplace_general,general_retail_marketplaces,Vinted; not Amazon.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,yes,yes,yes,yes,no
1152,v3_volume,plaid,William Hill,Visa credit WILLIAMHILL*INTERNET,-50.67,credit,gambling_unspecified,gambling,William Hill credit is betting winnings; native INCOME_SALARY is wrong. T1: William Hill visa credit is winnings → gambling_unspecified.,established,INCOME_SALARY,salary,income_employment,salary,income_employment,gambling_betting,gambling,T4_dictionary,no,no,no,yes,no
1153,v3_volume,plaid,Aldi,ALDI 25 780       PLYMOUTH PL4,26.6,debit,groceries,groceries_household_essentials,Aldi food discounter.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
1154,v3_volume,plaid,Audi,Solen Auto Point AUDI KEY,-250,credit,refund_received,income_other,Credit from Solen Auto Point for an Audi key; retailer/garage credit is a refund not spend.,no,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,vehicle_maintenance,transport_motoring,vehicle_maintenance,transport_motoring,vehicle_maintenance,transport_motoring,T6_native_fallback,no,no,no,no,no
1155,v3_volume,plaid,Asda,VISA Debit Transaction ASDA LIVING PETERBOROU,7,debit,home_accessories,home_garden,"ASDA LIVING is George clothing/homeware, not a food supermarket; override groceries.",yes,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,no,no,no,no
1156,v3_volume,plaid,Klarna,KLARNA FSUK,42.99,debit,bnpl,credit_loan_repayments,"KLARNA FSUK is Klarna Financial Services UK (FCA entity; Emma lists 'KLARNA FSUK LONDON GBR' as a Klarna descriptor). No underlying shop in the narrative, so bnpl — same as bare Klarna / KLARNA*KLARNA in this file. FSUK-as-Frasers is a different descriptor; the Klarna prefix rules it out.",yes,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
1157,v3_volume,plaid,Sony Playstation,PlayStation Networ  ON 25 JUL BCC PLAYSTATION NETWORK,19.99,debit,gaming_console_pc,entertainment_leisure,PlayStation Network.,yes,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,entertainment_other,entertainment_leisure,entertainment_other,entertainment_leisure,entertainment_other,entertainment_leisure,T6_native_fallback,no,no,yes,yes,no
1158,v3_volume,plaid,William Hill,William Hill,250,debit,gambling_betting,gambling,William Hill debit.,established,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,no,yes,yes,yes,no
1159,v3_volume,plaid,tombola,1630 08AUG25  D   TOMBOLA           TOMBOLA UK GI,5,debit,gambling_bingo,gambling,tombola bingo.,established,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_bingo,gambling,T4_dictionary,no,yes,yes,yes,no
1160,v3_volume,plaid,Morley's,Morley's  ON 25 JUL CPM MORLEY'S,6.79,debit,takeaway,eating_drinking_out,Morley's fried-chicken takeaway.,yes,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T6_native_fallback,no,no,no,no,no
1161,v3_volume,plaid,Exchanged To Sol,Exchanged to SOL,1,debit,crypto,savings_investments,Exchanged to SOL reads as a Solana crypto conversion.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,crypto,savings_investments,T5_R04,no,yes,no,yes,no
1162,v3_volume,plaid,Cd Esso Creekmoor,4214 02OCT25 CD   ESSO CREEKMOOR    DORSET GB,50,debit,fuel,transport_motoring,Esso forecourt Creekmoor.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,fuel,transport_motoring,T4_dictionary,no,yes,yes,yes,no
1163,v3_volume,plaid,Uber Eats,UBER   *EATS,20.22,debit,takeaway,eating_drinking_out,Uber Eats.,established,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
1164,v3_volume,plaid,Uber,Visa purchase UBER *TRIP 7653 2025-06-01,4.98,debit,taxi_rideshare,transport_motoring,Uber trip.,yes,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
1165,v3_volume,plaid,Dos Gr,6036 16SEP25 CD   ATLANTICA PRINCESSRODOS GR,125.36,debit,accommodation,travel_holidays,"Atlantica Princess hotel, Rhodes (GR).",yes,TRAVEL_AND_TRANSPORTATION_LODGING,accommodation,travel_holidays,accommodation,travel_holidays,accommodation,travel_holidays,T6_native_fallback,yes,yes,yes,yes,no
1166,v3_volume,plaid,118 118 Money,CARD PAYMENT TO 118 MONEY CREDIT ON 25-07-2025,105.08,debit,payday_loan,high_cost_distress_credit,118 118 Money high-cost credit.,yes,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,payday_loan,high_cost_distress_credit,T4_dictionary,no,yes,no,yes,no
1167,v3_volume,plaid,CO-OP,CO-OP GROUP 017191,9.41,debit,groceries,groceries_household_essentials,Co-op food store.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
1168,v3_volume,plaid,Oghale Olakpe,Payment to OGHALE OLAKPE 042909 13560735,200,debit,transfer_p2p,transfers,Named-person Faster Payment.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,no
1169,v3_volume,plaid,Microsoft Xbox,MICROSOFT*ULTIMATE,14.99,debit,gaming_console_pc,entertainment_leisure,Xbox Game Pass Ultimate.,yes,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,entertainment_other,entertainment_leisure,entertainment_other,entertainment_leisure,entertainment_other,entertainment_leisure,T6_native_fallback,no,no,yes,yes,no
1170,v3_volume,plaid,Turnpike Filling Stati,Turnpike Filling Stati,2.34,debit,fuel,transport_motoring,Turnpike filling station; tiny forecourt amount still fuel.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,fuel,transport_motoring,T4_dictionary,no,yes,yes,yes,no
1171,v3_volume,plaid,Uber,"Card 53, Uber   *Trip",7.97,debit,taxi_rideshare,transport_motoring,Uber trip.,yes,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
1172,v3_volume,plaid,Aldi,ALDI STORES  ON 18 AUG BCC Aldi,187.25,debit,groceries,groceries_household_essentials,Aldi.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
1173,v3_volume,plaid,Tamar,Tamar Crownhill,5,debit,pub_bar,eating_drinking_out,"The Tamar, Crownhill Plymouth (Greene King pub); override unclassified.",yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,no,no,no
1174,v3_volume,plaid,Transport for London,Transport for London,5,debit,public_transport_rail_coach,transport_motoring,TfL travel.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
1175,v3_volume,plaid,Taxi,Taxi 1079 Estacional,14.85,debit,taxi_rideshare,transport_motoring,Taxi.,yes,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,T6_native_fallback,yes,yes,yes,yes,no
1176,v3_volume,plaid,Zable,ZABLE CARD        3LTUOXOVA4A3EPWYDUSWP TRUELAYER LIMIFP 04/08/25 40    59195259280706000N,30,debit,credit_card_repayment,credit_loan_repayments,Zable is a UK credit-builder card; TrueLayer pay-in.,no,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,T6_native_fallback,yes,yes,yes,yes,no
1177,v3_volume,plaid,Google Play,Google Play Apps,9.99,debit,software,digital_subscriptions_services,Google Play app purchase.,established,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,entertainment_other,entertainment_leisure,entertainment_other,entertainment_leisure,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,no
1178,v3_volume,plaid,Current,208441 00943932  OPTIONAL FT Barclays current account,15,debit,transfer_bank_unspecified,transfers,Transfer labelled Barclays current account without own-account evidence (no 'to myself'/Own Transfers).,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_other,unclassified,T4_dictionary,no,no,no,no,no
1179,v3_volume,plaid,Antonie,ANTONIE-ADRIAN TOM  TICKET FT,10,debit,transfer_p2p,transfers,Named person; TICKET memo is still P2P.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,no
1180,v3_volume,plaid,Tesco,7886 31AUG25 CD   TESCO STORES 2799 LLANTRISANT GB,41.65,debit,groceries,groceries_household_essentials,Tesco store.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
1181,v3_volume,plaid,Budgens,BUDGENS GALLOWGATE  ON 25 AUG CPM BUDGENS GALLOWGATE PHF,1,debit,convenience_store,groceries_household_essentials,Budgens neighbourhood convenience grocer (v2 gold convention).,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,no,yes,yes,no
1182,v3_volume,plaid,Mandate,"DIRECT DEBIT REVERSAL REF GB26314734-000011, MANDATE NO 0017",-66.95,credit,returned_payment,fees_charges,DIRECT DEBIT REVERSAL.,yes,TRANSFER_IN_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,no
1183,v3_volume,plaid,Transport for London,Contactless Payment TFL TRAVEL CH 5976,3.5,debit,public_transport_rail_coach,transport_motoring,TfL contactless.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
1184,v3_volume,plaid,Stephen Angela,STEPHEN           ANGELA            VIA MOBILE - PYMT FP 23/06/25 10    05114433905332000R,50,debit,transfer_p2p,transfers,Named-person mobile payment.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,no
1185,v3_volume,plaid,Amazon,PENDING AMZNMKTPLACE,11.99,debit,marketplace_amazon,general_retail_marketplaces,Amazon Marketplace.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,marketplace_amazon,general_retail_marketplaces,T4_dictionary,no,yes,yes,yes,no
1186,v3_volume,plaid,Outdoor,PYD*go4outdoor.com,16.75,debit,clothing_outdoor,clothing_personal_care,PYD*go4outdoor.com is the go4outdoor.com outdoor-gear site (not GO Outdoors); camping/outdoor kit. Adversarial: go4outdoor.com is mixed outdoor clothing/kit; both models agreed clothing_outdoor. Do not force camping_equipment.,yes,GENERAL_MERCHANDISE_SPORTING_GOODS,sportswear,clothing_personal_care,sportswear,clothing_personal_care,sportswear,clothing_personal_care,T6_native_fallback,no,no,yes,yes,no
1187,v3_volume,plaid,Easy Saver,EASY SAVER,8,debit,savings_transfer,savings_investments,Easy Saver pot.,established,TRANSFER_OUT_SAVINGS,savings_transfer,savings_investments,savings_transfer,savings_investments,savings_transfer,savings_investments,T6_native_fallback,yes,yes,yes,yes,no
1188,v3_volume,plaid,Cd Ridgewood Stores,8213 15JUL25 CD   RIDGEWOOD STORES  LTD               UCKFIELD GB,6.55,debit,convenience_store,groceries_household_essentials,Ridgewood Stores independent convenience.,yes,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,T6_native_fallback,no,no,no,no,no
1189,v3_volume,plaid,Coastfields Leisure,8481 20AUG25      COASTFIELDS       LEISURE LT        MABLETHORPE GB,6.24,debit,unclassified_card_spend,unclassified,Coastfields Leisure is a Mablethorpe caravan/holiday park; £6.24 is on-park spend at that operator. Adversarial: £6.24 cannot be a holiday booking; unidentified on-park card spend.,no,ENTERTAINMENT_EVENTS_AND_TICKETS,live_music,entertainment_leisure,live_music,entertainment_leisure,live_music,entertainment_leisure,T6_native_fallback,no,no,no,no,no
1190,v3_volume,plaid,Tesco,3295 03AUG25 CD   TESCO STORES 6161 WEST MIDLANDS GB,26.98,debit,groceries,groceries_household_essentials,Tesco store.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
1191,v3_volume,plaid,Marriott,MARRIOTT J F/CA LASHES 36135555553955000R,-30,credit,transfer_p2p,transfers,Credit from person MARRIOTT J with memo F/CA LASHES; not a Marriott hotel refund.,established,TRAVEL_AND_TRANSPORTATION_LODGING,accommodation,travel_holidays,accommodation,travel_holidays,accommodation,travel_holidays,T6_native_fallback,no,no,no,no,no
1192,v3_volume,plaid,Savers Health & Beauty,Contactless Payment SAVERS HEALTH & BEAUTY,1.59,debit,health_beauty_general,clothing_personal_care,"Savers is beauty-led, not pharmacy.",established,PERSONAL_CARE_HAIR_AND_BEAUTY,skin_hair_care,clothing_personal_care,skin_hair_care,clothing_personal_care,health_beauty_general,clothing_personal_care,T4_dictionary,no,yes,yes,yes,yes
1193,v3_volume,plaid,Revolut,Asma  Alhamedi - To Asma Ali Mohammed Alhamedi - Sent from Revolut - IBAN: GB57REVO00997015270245,2,debit,transfer_p2p,transfers,Revolut send to named person Asma Alhamedi; not own-account.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,transfer_own_account,transfers,T4_dictionary,no,no,no,yes,no
1194,v3_volume,plaid,Funding Circle,FUNDING CIRCLE    3RJEPFN,184.16,debit,business_loan_repayment,business_self_employment,"Funding Circle is SME lending, not a personal loan.",yes,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,T6_native_fallback,no,no,no,no,no
1195,v3_volume,plaid,Bb-samsung,BB-SAMSUNG,2.89,debit,unclassified_other,unclassified,BB-SAMSUNG cannot be resolved to a product (billing bureau vs device); do not guess.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,computing_devices,general_retail_marketplaces,unclassified_other,unclassified,T4_dictionary,no,yes,no,yes,yes
1196,v3_volume,plaid,Transport for London,TFL TRAVEL CH,6.4,debit,public_transport_rail_coach,transport_motoring,TfL.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
1197,v3_volume,plaid,Monzo,Monzo account - Car expense 1 Amy Roeks - SortCodeAccountNumber: 04000454215445,260,debit,transfer_p2p,transfers,Monzo payment naming Amy Roeks; person named so not own-account.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,transfer_own_account,transfers,T4_dictionary,no,no,no,yes,no
1198,v3_volume,plaid,Lucifer Nagle,LUCIFER NAGLE 600000001654851641,1200,debit,transfer_p2p,transfers,Named-person debit £1200; no rent memo so not rent.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,no,no,no
1199,v3_volume,plaid,Transport for London,CARD PAYMENT TO TFL TRAVEL CH ON 27-08-2025,1.75,debit,public_transport_rail_coach,transport_motoring,TfL.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
1200,v3_volume,plaid,Pets At Home,PETS AT HOME LTD,30.53,debit,pet_supplies,pets,Pets at Home.,established,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,pet_supplies,pets,pet_supplies,pets,pet_supplies,pets,T4_dictionary,yes,yes,yes,yes,no
1201,v3_volume,plaid,Katarzyna Sutor Sebs,KATARZYNA SUTOR                          Sebs bills,100,debit,transfer_p2p,transfers,Named person; 'Sebs bills' is a memo.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,no
1202,v3_volume,plaid,Zilch,Zilch,3.86,debit,bnpl,credit_loan_repayments,Zilch; underlying shop not shown.,yes,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
1203,v3_volume,plaid,Uber,Ubr* Pending.uber.com,13.65,debit,taxi_rideshare,transport_motoring,Uber pending.,yes,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
1204,v3_volume,plaid,E.ON UK,E.ON NEXT,10,debit,energy,utilities_household_bills,E.ON Next.,yes,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,energy,utilities_household_bills,energy,utilities_household_bills,energy,utilities_household_bills,T6_native_fallback,yes,yes,yes,yes,no
1205,v3_volume,plaid,Greggs,GREGGS PLC  ON 23 OCT CPM Greggs,1.3,debit,restaurant_cafe,eating_drinking_out,Greggs.,established,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
1206,v3_volume,plaid,Promest,Promest,10.02,debit,unclassified_other,unclassified,Promest Ltd not uniquely identifiable as a medical product despite native MEDICAL.,yes,MEDICAL_OTHER_MEDICAL,health_other,health_medical,health_other,health_medical,health_other,health_medical,T6_native_fallback,no,no,no,no,no
1207,v3_volume,plaid,Halifax Loan,HALIFAX LOAN 100218114515,154.7,debit,personal_loan_repayment,credit_loan_repayments,Halifax Loan.,yes,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,T6_native_fallback,yes,yes,yes,yes,no
1208,v3_volume,plaid,Bolt,Bolt (by Stackblitz),88.77,debit,software,digital_subscriptions_services,"Bolt (by StackBlitz) is an AI coding product, not Bolt taxi; debit cannot be salary_gig.",established,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,T4_dictionary,no,no,no,no,no
1209,v3_volume,plaid,Mobilerecha,PAYPAL *MOBILERECH,8.67,debit,mobile_phone_contract,utilities_household_bills,PayPal *MOBILERECH is a mobile top-up/recharge.,yes,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,transfer_p2p,transfers,transfer_p2p,transfers,transfer_p2p,transfers,T6_native_fallback,no,no,no,no,no
1210,v3_volume,plaid,Hastew,8133 19JUN25      PAYPAL *HASTEW6   35314369001 GB,3.89,debit,unclassified_other,unclassified,PayPal *HASTEW6; do not guess shop type from unknown PayPal*NAME.,yes,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,transfer_p2p,transfers,transfer_p2p,transfers,transfer_p2p,transfers,T6_native_fallback,no,no,no,no,no
1211,v3_volume,plaid,Domestic & General,D&G APPLIANCE CARE,8.4,debit,insurance_general,insurance,Domestic & General appliance-care insurance.,established,INSURANCE_AND_TAX_INSURANCE,insurance_general,insurance,insurance_general,insurance,insurance_general,insurance,T6_native_fallback,yes,yes,yes,yes,no
1212,v3_volume,plaid,Uber Eats,5327 24AUG25  D   UBER   * EATS     PENDING           LONDON GB,25.17,debit,takeaway,eating_drinking_out,Uber Eats.,established,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
1213,v3_volume,plaid,Virgin Media,Visa purchase VIRGIN MEDIA PYMTS,50,debit,broadband_tv_phone,utilities_household_bills,Virgin Media.,established,RENT_AND_UTILITIES_INTERNET_AND_CABLE,broadband_tv_phone,utilities_household_bills,broadband_tv_phone,utilities_household_bills,broadband_tv_phone,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
1214,v3_volume,plaid,MonopolyGO!,INT'L 0000702213  MONOPOLY CASINO   WWW.MONOPOLYC,10,debit,gambling_casino,gambling,Narrative is MONOPOLY CASINO (not Monopoly GO the mobile game).,yes,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_casino,gambling,T4_dictionary,no,yes,yes,yes,no
1215,v3_volume,plaid,Rimi Naujoji,Rimi Naujoji,57.01,debit,groceries,groceries_household_essentials,Rimi Naujoji is a Rimi Baltic supermarket (Lithuania).,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,no
1216,v3_volume,plaid,Churchills,Churchills Fish N Chip,18.29,debit,takeaway,eating_drinking_out,Churchills fish and chips.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,yes,yes,no
1217,v3_volume,plaid,SkyBet,Visa purchase SKY BET 4782,10,debit,gambling_betting,gambling,Sky Bet.,yes,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,no,yes,yes,yes,no
