merchant_raw,description_raw,amount,direction,provider,native_category,source,provenance,haiku_leaf,sonnet_leaf,gold_leaf,notes
KFC,QUEENSCT-KFC MEADO  ON 05 AUG CPM,3.99,debit,plaid,DINING_DINING,new,,takeaway,takeaway,takeaway,
Village News,Village News  ON 27 JUN CPM,6.78,debit,plaid,GENERAL_MERCHANDISE_CONVENIENCE_STORES,new,,convenience_store,convenience_store,convenience_store,
BetFred,3170 09AUG25      BETFRED           GIBRALTAR GI,30,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,new,,gambling_betting,gambling_betting,gambling_betting,
VCE,VCE2775821076 SAVE,31.25,debit,plaid,TRANSFER_OUT_SAVINGS,new,,unclassified_other,savings_transfer,savings_transfer,Narrative and native category indicate a savings transfer.
Primark,Primark from Pot Pot,14,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,new,,clothing_general,clothing_general,clothing_general,
Broadway Casino,Broadway Gaming Lt  ON 19 JUL BCC Broadway Casino,40,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,new,,gambling_casino,gambling_casino,gambling_casino,
Portsmouth Water,Direct debit PORTSMOUTH WATER L 308012 11385660,7.59,debit,plaid,RENT_AND_UTILITIES_WATER,new,,water,water,water,
Lothian Buses,Lothian Buses Edtrams,6.4,debit,plaid,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Marks & Spencer,MARKS&SPENCER PLC  ON 12 SEP CPM M&S,5.36,debit,plaid,GENERAL_MERCHANDISE_DEPARTMENT_STORES,new,,department_store,department_store,department_store,
Cd Mieszko,6107 02JUN25 CD   MIESZKO           SUDBURYHILL       GREENFORD GB,4.6,debit,plaid,DINING_OTHER_DINING,new,,restaurant_cafe,restaurant_cafe,groceries_specialist,Mieszko is a Polish food shop rather than a restaurant.
Barclays Bank,BARCLAYS UK MTGES 9745870217,641.1,debit,plaid,LOAN_PAYMENTS_MORTGAGE_AND_AUTO,new,,mortgage,mortgage,mortgage,
Spring Tank Studio,4827 16AUG25 C    SQ *SPRING TANK   STUDIO            SHEFFIELD GB,8,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,new,,beauty_treatment,beauty_treatment,beauty_treatment,
Octopus Energy,OCTOPUS ENERGY Y5ZFVGV,40,debit,plaid,RENT_AND_UTILITIES_OTHER_UTILITIES,new,,energy,energy,energy,
News Food And,1580 14JUN25 CD   CODSALL NEWS FOOD AND               WOLVERHAMPTO GB,2.1,debit,plaid,FOOD_RETAIL_GROCERIES,new,,convenience_store,convenience_store,convenience_store,
easyJet,Easyjet Dnata In Flight G,4.35,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,flights,flights,airport_spend,Narrative identifies an easyJet in-flight purchase rather than the flight fare.
YouLend,"YOULEND LIMITED YL60292552OUT 010F274252402V0L 608382     10 28AUG25 07:15 YL60292552OUT,010F274252402V0L",-822,credit,plaid,INCOME_SALARY,new,,personal_loan_repayment,business_loan_repayment,loan_disbursement,"Large credit from YouLend is consistent with business-loan proceeds, not a repayment."
Usebounce,BOUNCE - USEBOUNCE PORTUGAL AMOUNT IN EUR 6.70 ON 11 OCT VISA 1.14604 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.17 BOUNCE - USEBOUNCE.COM,6.02,debit,plaid,BANK_PENALTIES_INSUFFICIENT_AND_LATE_FEES,new,,accommodation,transport_other,storage,Bounce provides short-term luggage storage.
Cash Convert Ers Thornaby,CASH CONVERTERS TH,19.99,debit,plaid,BANK_FEES_ATM,new,,pawnbroker,pawnbroker,pawnbroker,
Bhm Station Tvm,BHM STATION TVM Bhm Station Tvm,3.9,debit,plaid,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
The Mortgage Lende,Returned direct debit THE MORTGAGE LENDE 070246 46502771,-676.02,credit,plaid,LOAN_DISBURSEMENTS_MORTGAGE_AND_AUTO,new,,mortgage,mortgage,returned_payment,Narrative explicitly says Returned direct debit.
Bushra Khan Save,Bushra khan       Save,20,debit,plaid,TRANSFER_OUT_SAVINGS,new,,transfer_p2p,savings_transfer,transfer_p2p,Named-person bank payment; Save reference alone does not prove an own savings account.
Uber,Uber BV,-116.15,credit,plaid,INCOME_OTHER,new,,taxi_rideshare,refund_received,salary_gig,Uber credit with income native category is consistent with driver earnings.
Klarna,Refund from Klarna*klarna,-64.04,credit,plaid,LOAN_DISBURSEMENTS_BNPL_AND_EWA,new,,bnpl,refund_received,refund_received,Narrative explicitly states Refund from Klarna.
Arriva,8443 21AUG25 CD   ARRIVA THE SHIRES LIMI              THURMASTON GB,2.5,debit,plaid,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
The Global,THE GLOBAL NEWSAGE,2.1,debit,plaid,GENERAL_SERVICES_CONSULTING_AND_LEGAL_SERVICES,new,,newspapers,convenience_store,convenience_store,Merchant appears to be a newsagent/convenience shop; specific purchased item is unknown.
Pets At Home,PETS AT HOME LTD  ON 02 JUN CPM Pets at Home,34,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,new,,pet_supplies,pet_supplies,pet_supplies,
Beauty Box,Beauty box,30,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,new,,health_beauty_general,beauty_treatment,beauty_treatment,£30 Beauty Box charge and personal-care native category are most consistent with a salon treatment.
Southern Water,SOUTHERN WATER SERWORTHING,68.58,debit,plaid,RENT_AND_UTILITIES_WATER,new,,water,water,water,
Hpi Instant Ink Uk,HPI INSTANT INK UK,2.78,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,software,office_supplies,printing_supplies,HP Instant Ink is an ink-supply subscription.
Water World,WATER WORLD       BURTON  SOUTH,9.99,debit,plaid,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,new,,days_out,days_out,days_out,
Go Local Extra,Go Local Extra,17.24,debit,plaid,TRANSFER_OUT_OTHER,new,,unclassified_other,convenience_store,convenience_store,Go Local Extra is a convenience-store fascia.
Buisness,BUISNESS BOX      PHOINIX HEALTHCARE,649,debit,plaid,MEDICAL_PRIMARY_CARE,new,,unclassified_other,health_other,health_other,Narrative identifies Phoenix Healthcare; exact medical product or service is unclear.
Cdc Revs,Direct debit CDC REVS 600524 26121204,128,debit,plaid,LOAN_PAYMENTS_STUDENT_LOAN_PAYMENT,new,,student_loan_repayment,student_loan_repayment,council_tax,CDC REVS is a council revenues direct debit; student-loan category is unsupported.
J Pennington,J PENNINGTON 777754 72527868,6,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,new,,unclassified_other,unclassified_other,transfer_p2p,Payment to a named individual.
Coinbase,Coinbase RTL-UST8Z8ZZ,-97,credit,plaid,TRANSFER_IN_INVESTMENT_AND_RETIREMENT_FUNDS,new,,crypto,crypto,crypto,
Hire Station,8248 24JUN25      HIRE STATION LTD  01159737400 GB    REFUND,-100,credit,plaid,INCOME_SALARY,new,,refund_received,refund_received,refund_received,
Tina Clark,Payment to TINA CLARK 040003 50901980,20,debit,plaid,DINING_WINE_BARS_AND_PUBS,new,,transfer_p2p,transfer_p2p,transfer_p2p,
U.S. Post Office,LNK POST OFFICE,10,debit,plaid,TRANSFER_OUT_CHECKS_AND_ATM,new,,delivery_courier,government_services,cash_withdrawal,"LNK is the UK LINK ATM network. £10 debit at Post Office + ATM native category is cash_withdrawal, not postage."
Klarna,Klarna*AliExpress,-6.96,credit,plaid,LOAN_DISBURSEMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,refund_received,Klarna credit naming AliExpress is most consistent with a purchase refund.
Jhon,JHON CULLEN 500000001611783197,90,debit,plaid,TRANSFER_OUT_OTHER,new,,unclassified_other,transfer_p2p,transfer_p2p,Payment to a named individual.
Trowell S W Costa,TROWELL S/W COSTA,5.7,debit,plaid,FOOD_RETAIL_GROCERIES,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
The Butterfly Hospice Tru,THE BUTTERFLY HOSP,7.5,debit,plaid,MEDICAL_OTHER_MEDICAL,new,,charitable_donation,charitable_donation,charitable_donation,
Premier Margate Express,Premier Margate Ex,1.65,debit,plaid,MEDICAL_OTHER_MEDICAL,new,,convenience_store,convenience_store,convenience_store,
South West Water,SOUTH WEST WATER,124.99,debit,plaid,RENT_AND_UTILITIES_WATER,new,,water,water,water,
Overdales,OVERDALES,40,debit,plaid,LOAN_PAYMENTS_OTHER,new,,unclassified_other,debt_collection,debt_collection,Overdales is a debt-recovery law firm.
Primark,PRIMARK 673,36.15,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,new,,clothing_general,clothing_general,clothing_general,
Rac Motoring,RAC MOTORING SERVI RAC01679462,42.84,debit,plaid,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,new,,breakdown_cover,breakdown_cover,breakdown_cover,
Mieszko Hounslow,Mieszko Hounslow,2.49,debit,plaid,GENERAL_SERVICES_CONSULTING_AND_LEGAL_SERVICES,new,,unclassified_other,unclassified_other,groceries_specialist,Mieszko is a Polish food shop.
Walker Convenience,WALKER CONVENIENCE,6.19,debit,plaid,GENERAL_MERCHANDISE_CONVENIENCE_STORES,new,,convenience_store,convenience_store,convenience_store,
Tst-snowflake Gelato,3692 21AUG25 CD   TST-SNOWFLAKE     GELATO M          GATESHEAD GB,11.9,debit,plaid,DINING_OTHER_DINING,new,,eating_out_other,restaurant_cafe,restaurant_cafe,Gelato outlet purchase is best represented as café/dessert dining.
Monzo,KRISTIAN KALACHEV SENT FROM MONZO   FP 08/09/25 1804  P3M9GEXIDC7K4TKU0B,-40,credit,plaid,TRANSFER_IN_OTHER,new,,transfer_mobile_app,transfer_p2p,transfer_p2p,Incoming Monzo transfer from a named person.
Littlejohn Ck,LITTLEJOHN CK,123.5,debit,plaid,TRANSFER_OUT_CHECKING,new,,unclassified_other,cheque,cheque,CK marker and checking native category indicate a cheque transaction.
Pandopioneer,PandOPioneer  ON 07 AUG BCC PANDOPIONEER,93,debit,plaid,RENT_AND_UTILITIES_INTERNET_AND_CABLE,new,,unclassified_other,broadband_tv_phone,unclassified_other,PandoPioneer could not be resolved confidently; internet native category alone is insufficient.
Pokerstars,POKERSTARS,14.4,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,new,,gambling_casino,gambling_casino,gambling_casino,
Zilch,ZILCH BP PULSE HAR,-41.47,credit,plaid,LOAN_DISBURSEMENTS_OTHER,new,,bnpl,bnpl,refund_received,Zilch credit naming BP Pulse is most consistent with a purchase refund.
Cash Convert Ers Jarrow,CASH CONVERTERS JA,32.5,debit,plaid,BANK_FEES_ATM,new,,pawnbroker,pawnbroker,pawnbroker,
Capital One,CAPITAL ONE PI1310923834306410,22,debit,plaid,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
Monzo,MONZO             Overdraft,149.66,debit,plaid,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,new,,overdraft_arranged,overdraft_unarranged,overdraft_arranged,Monzo offers arranged overdrafts; narrative does not evidence an unarranged facility.
J Nainu,J NAINU 200000001601192044,30,debit,plaid,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,new,,unclassified_other,transfer_p2p,transfer_p2p,Payment to a named individual.
Lloyds Bank,CLUB LLOYDS FEE,5,debit,plaid,BANK_FEES_OTHER_BANK_FEES,new,,account_charge,account_charge,account_charge,
Klarna,"DIRECT DEBIT REVERSAL REF 5F7KDX3-KLARNA, MANDATE NO 0023",-14.86,credit,plaid,LOAN_DISBURSEMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,returned_payment,Narrative explicitly says DIRECT DEBIT REVERSAL.
Zilch,ZILCH INSTALMENT  ON 25 JUL BCC,-0.18,credit,plaid,LOAN_DISBURSEMENTS_STUDENT,new,,bnpl,bnpl,refund_received,Zilch instalment credit is most consistent with an instalment refund.
Cd Pdsa Aston Pet Hospita,6861 02JUL25 CD   PDSA ASTON PET    HOSPITA           BIRMINGHAM GB,30,debit,plaid,PET_CARE_AND_SUPPLIES_VETERINARY_SERVICES,new,,veterinary,veterinary,veterinary,
Stanif Client Ac,"STANIF CLIENT AC TSP - TAX REFUND RP4659982286918500 TSP - TAX REFUND,RP4659982286918500",-3035.38,credit,plaid,TAX_REFUND_TAX_REFUND,new,,tax_refund,tax_refund,tax_refund,
Argos,Argos  ON 19 JUL CPM ARGOS,53.94,debit,plaid,GENERAL_MERCHANDISE_DEPARTMENT_STORES,new,,catalogue_retail,catalogue_retail,catalogue_retail,
Aafes Kosovo Cmlt Bran,KOSOVO CMLT_BRANCH USA AMOUNT IN USD 9.79 ON 26 JUN VISA 1.358801 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.22 AAFES KOSOVO CMLT BRAN,7.42,debit,plaid,BANK_FEES_OTHER_BANK_FEES,new,,foreign_spend_unspecified,foreign_spend_unspecified,foreign_spend_unspecified,
Clearpay.co.u,8044 19AUG25  D   CLEARPAY          CLEARPAY.CO.U GB  REFUND,-68.75,credit,plaid,LOAN_DISBURSEMENTS_OTHER,new,,bnpl,bnpl,refund_received,Narrative explicitly states REFUND.
Zilch,ZILCH Vinted  ON 22 JUL BCC ZILCH VINTED,-7.36,credit,plaid,LOAN_DISBURSEMENTS_STUDENT,new,,bnpl,bnpl,refund_received,Zilch credit naming Vinted is most consistent with a purchase refund.
Monzo,MONZO             Overdraft,290.96,debit,plaid,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,new,,overdraft_arranged,overdraft_unarranged,overdraft_arranged,Monzo offers arranged overdrafts; narrative does not evidence an unarranged facility.
Super Sam Xl LTD,Super Sam Xl LTD,10.99,debit,plaid,GENERAL_MERCHANDISE_SUPERSTORES,new,,unclassified_other,unclassified_other,groceries_specialist,Super Sam XL appears to be a local superstore/convenience retailer.
Apetito,"DIRECT DEBIT PAYMENT TO APETITO LIMITED REF SAP - 4401587, MANDATE NO 0030",577.2,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,new,,catering,groceries_specialist,catering,Large direct debit to Apetito is consistent with its prepared-meal catering service.
Wilco Motor Spares,9410 16JUL25 CD   WILCO MOTOR SPARES) 1               BURY ST EDMUN GB,78.75,debit,plaid,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,new,,spares_repairs,spares_repairs,spares_repairs,
Specsavers,SPECSAVERS 0154600,27.6,debit,plaid,MEDICAL_DENTAL_AND_VISION,new,,optician,optician,optician,
Cash Machine,E02563300000000 Cash Machine,40,debit,plaid,TRANSFER_OUT_CHECKS_AND_ATM,new,,cash_withdrawal,cash_withdrawal,cash_withdrawal,
Link Financial,"DIRECT DEBIT PAYMENT TO LINK FINANCIAL REF 01LC 3505746, MANDATE NO 0083",10,debit,plaid,LOAN_PAYMENTS_OTHER,new,,loan_repayment_dd,debt_collection,debt_collection,Link Financial is a debt purchaser and collection company.
Cd Aberdeen Berryden,6462 29JUN25 CD   ABERDEEN BERRYDEN SPOR              03439092793 GB,17.99,debit,plaid,GENERAL_MERCHANDISE_SPORTING_GOODS,new,,sports_equipment,sports_equipment,sportswear,Descriptor is Sports Direct Aberdeen Berryden (phone 0343 909 2793). The same gold file already labels Sports Direct as sportswear.
The Works,Contactless Payment THE WORKS APPLEPAY 0236,5.5,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,new,,books,books,books,
Dvla-wa,DVLA-WA68UUE  000000000053173293 DDR,17.06,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,new,,road_tax,road_tax,road_tax,
Sofology Limited Cd,Sofology Limited CD 7217,35,debit,plaid,FOOD_RETAIL_OTHER,new,,home_accessories,home_accessories,home_accessories,
BPO Collections,BPO COLLECTIONS LTFIRST PAYMENT,35,debit,plaid,LOAN_PAYMENTS_OTHER,new,,debt_collection,debt_collection,debt_collection,
K R Woods Aha,K R WOODS         AHA               VIA MOBILE - PYMT FP 27/07/25 10    35202851455985000N,20,debit,plaid,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,new,,unclassified_other,transfer_p2p,transfer_p2p,Payment to a named individual.
Nds Tr & Co,PPOINT_*NDS TR & C,3.3,debit,plaid,TRANSFER_OUT_OTHER,new,,unclassified_other,unclassified_other,unclassified_other,NDS TR & Co descriptor is too truncated to classify reliably.
Screwfix,SCREWFIX DIR LTD,7.49,debit,plaid,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,new,,tools,tools,tools,
Coinbase,COINBASE          RTL-MPXR32AF      FP 19/07/25 1934  996A8FBC2E78420B8D,-35,credit,plaid,TRANSFER_IN_INVESTMENT_AND_RETIREMENT_FUNDS,new,,crypto,crypto,crypto,
Klarna,Klarna*Cleens     London,-159.38,credit,plaid,LOAN_DISBURSEMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,refund_received,Klarna credit naming an underlying retailer is most consistent with a purchase refund.
Revolut,Henry Bone Sent from Revolut,-5,credit,plaid,INCOME_SALARY,new,,transfer_p2p,transfer_p2p,transfer_p2p,
Cancer Research UK,CANCER RESEARCH UK,8,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_DONATIONS,new,,charitable_donation,charitable_donation,charitable_donation,
HP,HPI INSTANT INK UK,13.49,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,software,printing_supplies,printing_supplies,HP Instant Ink is an ink-supply subscription.
Poundland,Poundland,3,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,new,,discount_store,discount_store,discount_store,
Revolut,James Gasarah  Sent from Revolut BGC,-20,credit,plaid,TRANSFER_IN_TRANSFER_IN_FROM_APPS,new,,transfer_p2p,transfer_p2p,transfer_p2p,
DHA,DHA MAIN SAVING  DH DIVIDENDS STO,5000,debit,plaid,INTEREST_PAYMENTS_INTEREST_CHARGED,new,,dividend_received,savings_transfer,savings_transfer,Narrative identifies a main savings transfer; debit direction rules out dividend income.
The Wharf Postoffice,Contactless Payment THE WHARF POSTOFFICE A APPLEPAY 0063,24.98,debit,plaid,DINING_DINING,new,,government_services,government_services,delivery_courier,Post Office contactless purchase is most consistent with postal/delivery services.
Northern,NORTHERN SKY MOTOR  KELMEC LTD BBP,503.99,debit,plaid,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,new,,vehicle_servicing,vehicle_maintenance,vehicle_maintenance,Motor-business payment lacks enough detail to distinguish servicing from other maintenance.
Deliveroo,Deliveroo,14.56,debit,plaid,DINING_DINING,new,,takeaway,takeaway,takeaway,
Dvla Vehicle,0114 31JUL25      DVLA VEHICLE TAX  SWANSEA GB,265,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,new,,road_tax,road_tax,road_tax,
Octopus Energy,OCTOPUS,127.02,debit,plaid,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,new,,energy,energy,energy,
Alphera Financial Services,"DIRECT DEBIT PAYMENT TO ALPHERA FINANCIAL REF 3796179/111133346, MANDATE NO 0022",321.58,debit,plaid,LOAN_PAYMENTS_MORTGAGE_AND_AUTO,new,,car_finance_repayment,car_finance_repayment,car_finance_repayment,
Hollywood Bowl,NYA*Hollywood Bowl,10,debit,plaid,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,new,,entertainment_other,days_out,days_out,Hollywood Bowl is a leisure attraction.
Zurich Assurance,ZURICH ASSURANCE L,25.44,debit,plaid,INSURANCE_AND_TAX_INSURANCE,new,,insurance_general,insurance_life,insurance_life,Small recurring Zurich Assurance debit is consistent with life/protection insurance.
Aral Tankstelle,Aral Tankstelle 181303,5.96,debit,plaid,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,new,,fuel,fuel,fuel,
Xplore Dundee,Visa purchase XPLORE DUNDEE (TAYSIDE GOOGLE 6482,4.65,debit,plaid,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Jack's,Jack's Holiday Money pot transfer,-10,credit,plaid,TRANSFER_IN_SAVINGS,new,,savings_transfer,savings_transfer,savings_transfer,
Hmrc Shipley,HMRC SHIPLEY      475PL010340582509 FP 27/08/25 30    41023310987180000N,50,debit,plaid,INSURANCE_AND_TAX_TAX_PAYMENT,new,,tax_payment,tax_payment,tax_payment,
Bates House & Gard,BATES HOUSE & GARD,70,debit,plaid,RENT_AND_UTILITIES_RENT,new,,unclassified_other,unclassified_other,garden,Bates House & Garden is a house-and-garden retailer.
Mr Simms Olde Sweet Shopp,Contactless Payment MR SIMMS OLDE SWEET SHOPP APPLEPAY 5564,8.93,debit,plaid,DINING_OTHER_DINING,new,,confectionary,confectionary,confectionary,
Assurant Auk,ASSURANT AUK00000282001,11.99,debit,plaid,LOAN_PAYMENTS_STUDENT_LOAN_PAYMENT,new,,insurance_other,insurance_general,insurance_other,Assurant commonly provides device/protection insurance; no more specific insurance leaf applies.
KFC,KFC(GB)LTD-DISBURS182 KFC GB LTD    FP 29/08/25 0520  09030326874022000N182 KFC GB LTD,-427.13,credit,plaid,INCOME_SALARY,new,,unclassified_other,salary,salary,Credit is identified as salary and narrative says KFC disbursement.
Oasis Tanning Centre,OASIS TANNING CENT,20,debit,plaid,PERSONAL_CARE_OTHER_PERSONAL_CARE,new,,beauty_treatment,beauty_treatment,beauty_treatment,
Broadway Hotel,Broadway Hotel,1.35,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,accommodation,accommodation,accommodation,
Motor Fuel Limited Bp Wes,MOTOR FUEL LIMITED,40.99,debit,plaid,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,new,,fuel,fuel,fuel,
Microsoft,PAYPAL *MICROSOFT CD 7903,9.99,debit,plaid,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,new,,software,software,software,
Gentoo Group Limit,GENTOO GROUP LIMIT  ON 21 AUG BCC,165,debit,plaid,BANK_PENALTIES_INSUFFICIENT_AND_LATE_FEES,new,,rent,rent,rent,
O2,O2 UK PAY AND GO,20,debit,plaid,RENT_AND_UTILITIES_TELECOMMUNICATIONS,new,,mobile_phone_contract,mobile_phone_contract,mobile_phone_contract,
Klarna,7208 07AUG25      KLARNA*KLARNA     LONDON GB         REFUND,-19.33,credit,plaid,LOAN_DISBURSEMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,refund_received,Narrative explicitly states REFUND.
Ivanhoe Wmc,SumUp  *Ivanhoe WM,2.9,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,new,,retail_small_independent,unclassified_other,pub_bar,Ivanhoe WMC is most plausibly a working men's club bar purchase.
TV LICENSING,"TV LICENCE MBP
TV LICENCE MBP - SortCodeAccountNumber: 60800930287634",34.9,debit,plaid,ENTERTAINMENT_OTHER_ENTERTAINMENT,new,,tv_licence,tv_licence,tv_licence,
Mcparland Pharmacies,McParland Pharmacies,3,debit,plaid,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,new,,pharmacy,pharmacy,pharmacy,
Ladbrokes,Ladbrokes,10,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,new,,gambling_betting,gambling_betting,gambling_betting,
Bandoo,Bandoo*CK,40.7,debit,plaid,TRANSFER_OUT_CHECKING,new,,unclassified_other,unclassified_other,health_beauty_general,Bandoo is ionic foot-detox retail; health_beauty_general.
Bullsmoor Express,Bullsmoor Express  ON 20 JUL CPM BULLSMOOR EXPRESS,2.88,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,new,,convenience_store,convenience_store,convenience_store,
Completesave,Visa purchase WWW.COMPLETESAVE.CO.UK 5869,18,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,new,,savings_transfer,unclassified_other,memberships,Complete Savings is a paid cashback-membership service.
National Health Service,Direct debit NHSBSA PPC 2 607080 10027823,11.45,debit,plaid,MEDICAL_OTHER_MEDICAL,new,,health_other,health_other,pharmacy,NHSBSA PPC is a prescription prepayment certificate.
City Ink Refills,CITY INK REFILLS  COVENTRY,2.49,debit,plaid,LOAN_PAYMENTS_STUDENT_LOAN_PAYMENT,new,,office_supplies,printing_supplies,printing_supplies,City Ink Refills is explicitly an ink-supplies merchant.
Nike,ZILCH NIKE Retail,-20.99,credit,plaid,LOAN_DISBURSEMENTS_MORTGAGE_AND_AUTO,new,,bnpl,bnpl,refund_received,Zilch credit naming Nike is most consistent with a purchase refund.
Nuffield Health,NUFFIELD HEALTH  142030320 DDR Nuffield Health,61.9,debit,plaid,MEDICAL_OTHER_MEDICAL,new,,gym_fitness,gym_fitness,gym_fitness,
Uber,Uber BV,-259.96,credit,plaid,INCOME_OTHER,new,,unclassified_other,income_other_unspecified,salary_gig,Large Uber credit with income native category is consistent with driver earnings.
The Millennium,SumUp  *THE MILLENNIUM Sumup *the Millennium,1.5,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,pub_bar,unclassified_other,pub_bar,Small SumUp purchase at The Millennium is most consistent with pub/bar spend; descriptor is ambiguous.
Protect Your Bubble,PROTECT YOUR BUBBL AUK00000238998,7.59,debit,plaid,INSURANCE_AND_TAX_INSURANCE,new,,insurance_other,insurance_general,insurance_other,Protect Your Bubble provides gadget/device insurance.
Filler Warehouse,FILLER WAREHOUSE LTD CD 1760,78.71,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,unclassified_other,unclassified_other,health_beauty_general,Filler Warehouse sells professional aesthetic/beauty products.
Places For People Leisure,PLACES FOR PEOPLE,38,debit,plaid,CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION,new,,sports_participation,gym_fitness,gym_fitness,Places Leisure payment is consistent with a leisure/gym membership.
easyJet,EASYJET,48,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,flights,flights,flights,
Deliveroo,DELIVEROO,17.01,debit,plaid,DINING_DINING,new,,takeaway,takeaway,takeaway,
Voxi,WWW.VOXI.CO.UK  ON 25 JUN BCC,10,debit,plaid,RENT_AND_UTILITIES_TELECOMMUNICATIONS,new,,mobile_phone_contract,mobile_phone_contract,mobile_phone_contract,
Octopus Energy,OCTOPUS ENERGY LTD,4,debit,plaid,RENT_AND_UTILITIES_OTHER_UTILITIES,new,,energy,energy,energy,
DPAS,DPAS LIMITED,19.85,debit,plaid,MEDICAL_DENTAL_AND_VISION,new,,pharmacy,dentist,dentist,DPAS administers dental payment plans.
Klarna,KLARNA FSUK,7.83,debit,plaid,LOAN_PAYMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,bnpl,
KFC,KFC(GB)LTD-DISBURS195 KFC GB LTD    FP 30/06/25 0307  16030726784522000N195 KFC GB LTD,-619.52,credit,plaid,INCOME_SALARY,new,,takeaway,salary,salary,Credit is identified as salary and narrative says KFC disbursement.
Pc Staysure,PC/STAYSURE  04AEOV6294/011/114 DDR,12.72,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,insurance_travel,insurance_travel,insurance_travel,
Council,Returned direct debit COUNCIL TAX 074456 13047253,-24.7,credit,plaid,TAX_REFUND_TAX_REFUND,new,,returned_payment,returned_payment,returned_payment,
Lbth Council,LBTH COUNCIL TAX 01      1000948927,130,debit,plaid,INSURANCE_AND_TAX_TAX_PAYMENT,new,,council_tax,council_tax,council_tax,
