merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
christina hillier,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
scentbird,fragrances,accepted,fragrances,fragrances,0.75,,clothing_personal_care,39
white swan,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,39
the kensal store,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,39
dvla-ly,road_tax,accepted,road_tax,road_tax,0.85,,transport_motoring,39
john radcliff hospital,hospital,accepted,hospital,hospital,0.85,,health_medical,39
jake windermere fp,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
cmhaddock,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,39
aariz,unclassified_other,abstain_residual,clothing_general,clothing_general,0.4,convenience_store,unclassified,39
applecare uk,insurance_other,accepted,insurance_other,insurance_other,0.75,,insurance,39
jen graham,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
hozah parking limited,car_parking,accepted,car_parking,car_parking,0.85,,transport_motoring,39
st lukes enterprise,unclassified_other,abstain_confirmed,unclassified_other,car_parking,0.55,unclassified_other,unclassified,39
uk visas and immigration,id_documents,accepted,id_documents,id_documents,0.8,,council_tax_government,39
declan butler,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
paul robinson little mermaid,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,39
vivaticket,sports_tickets,accepted_general,sports_tickets,sports_tickets,0.5,days_out,entertainment_leisure,39
tiktok on,online_services,accepted,online_services,online_services,0.7,,digital_subscriptions_services,39
n lloyd,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
as super,groceries,accepted_tiebreak,groceries,groceries,0.55,groceries,groceries_household_essentials,39
huntington villag,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,39
mobi tony,transfer_p2p,accepted_tiebreak,transfer_p2p,unclassified_other,0.3,transfer_p2p,transfers,39
cambridge local,convenience_store,accepted_tiebreak,convenience_store,groceries,0.6,convenience_store,groceries_household_essentials,39
whitecliff bay,holiday_uk,accepted_tiebreak,unclassified_other,holiday_uk,0.5,holiday_uk,travel_holidays,39
key store express rav,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,39
jet,flights,accepted_tiebreak,flights,flights,0.55,flights,travel_holidays,39
cd festival bars,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.5,pub_bar,eating_drinking_out,39
tmlegalltd,debt_collection,human_reviewed,unclassified_other,debt_collection,0.5,legal_services,high_cost_distress_credit,39
the coffeehou,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,39
pay per week carpets and,retail_finance_repayment,accepted_tiebreak,retail_finance_repayment,retail_finance_repayment,0.6,retail_finance_repayment,credit_loan_repayments,39
buzzgroupli,payment_intermediary,accepted_tiebreak,payment_intermediary,unclassified_other,0.3,payment_intermediary,general_retail_marketplaces,39
miss lisa odonnell,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,39
one,software,accepted,software,software,0.7,,digital_subscriptions_services,39
jd sports fashion,sportswear,auto_accept,sportswear,sportswear,0.9,,clothing_personal_care,39
cameron lightfoot & michelle lightfoot,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,39
the news rack,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,39
l a stores,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,39
future retail dundee,retail_other,accepted_tiebreak,retail_other,unclassified_other,0.3,retail_other,general_retail_marketplaces,39
mr luke,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,39
and birthdays,savings_transfer,accepted_tiebreak,transfer_p2p,savings_transfer,0.4,savings_transfer,savings_investments,39
k jones,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,39
quickfall sy,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
walkford stores,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.5,convenience_store,groceries_household_essentials,39
miss elise r y oli,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,39
1st vending limite,confectionary,accepted_tiebreak,confectionary,confectionary,0.55,confectionary,groceries_household_essentials,39
my jimmy puppy,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,39
sunexpress,flights,accepted,flights,flights,0.75,,travel_holidays,39
booksy,beauty_treatment,accepted,beauty_treatment,beauty_treatment,0.7,,clothing_personal_care,39
sainsburys s,groceries,auto_accept,groceries,groceries,0.9,,groceries_household_essentials,39
mr p,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,39
hastings loans,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.85,,credit_loan_repayments,39
park,car_parking,accepted_tiebreak,car_parking,car_parking,0.5,car_parking,transport_motoring,39
publix,groceries,accepted_tiebreak,unclassified_other,groceries,0.85,groceries,groceries_household_essentials,39
wilkins & pye ltd,unclassified_other,abstain_residual,car_parking,car_parking,0.5,unclassified_other,unclassified,39
angie money,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,39
catherine,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,39
ivy casino,gambling_casino,auto_accept,gambling_casino,gambling_casino,0.9,,gambling,39
adrian macsim,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
welcome stores,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,39
real remit limited,transfer_international,accepted,transfer_international,transfer_international,0.7,,transfers,39
witton mini market cd,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,39
nuwan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
pather mini market,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,39
leeds,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,39
dvla-lv,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,39
middles,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,39
village discount,discount_store,accepted_tiebreak,unclassified_other,discount_store,0.5,discount_store,groceries_household_essentials,39
k williams,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
floxyhealth,health_other,accepted_tiebreak,health_other,pharmacy,0.5,health_other,health_medical,39
kaka,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,39
daniel southern,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
peter vnencak,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
declan radford mama bear,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,39
forum speciali,unclassified_other,abstain_residual,unclassified_other,restaurant_cafe,0.5,retail_small_independent,unclassified,39
opera bingo,gambling_bingo,accepted,gambling_bingo,gambling_bingo,0.85,,gambling,39
compass jaguar land rover,vehicle_maintenance,accepted_general,car_parking,vehicle_maintenance,0.4,vehicle_servicing,transport_motoring,39
mr kairan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
ivy taylor,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
anthony sherrock & toni,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
mrs glenis kelly,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
vitality health,insurance_health,accepted,insurance_health,insurance_health,0.75,,insurance,39
midasbuy,gaming_mobile,accepted,gaming_mobile,gaming_mobile,0.75,,entertainment_leisure,39
mob nicola nic,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.5,transfer_p2p,transfers,39
the black bull hotel bell,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.5,pub_bar,eating_drinking_out,39
supercell cd,gaming_mobile,accepted,gaming_mobile,gaming_mobile,0.7,,entertainment_leisure,39
mr luke d gould,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
xmas,savings_transfer,accepted_tiebreak,unclassified_other,savings_transfer,0.5,savings_transfer,savings_investments,39
british heart foun,charitable_donation,accepted_tiebreak,charitable_donation,charity_shop,0.55,charitable_donation,charitable_political_giving,39
c l davies,transfer_p2p,accepted_tiebreak,transfer_p2p,unclassified_other,0.1,transfer_p2p,transfers,39
pod point,vehicle_maintenance,accepted_general,fuel,vehicle_maintenance,0.35,transport_other,transport_motoring,39
all star,prize_competitions,accepted_tiebreak,gambling_lottery,prize_competitions,0.7,prize_competitions,gambling,39
kenzie matthews,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,39
oodle car,car_finance_repayment,auto_accept,car_finance_repayment,car_finance_repayment,0.97,,credit_loan_repayments,39
motia fuel,fuel,accepted,fuel,fuel,0.8,,transport_motoring,39
decades kettering,unclassified_other,abstain_confirmed,unclassified_other,retail_small_independent,0.3,unclassified_other,unclassified,39
d cairns,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.4,transfer_p2p,transfers,39
mcbride retail irvin,unclassified_other,abstain_residual,unclassified_other,transfer_p2p,0.4,retail_small_independent,unclassified,39
the bell,pub_bar,accepted,pub_bar,pub_bar,0.75,,eating_drinking_out,39
andrea rutkiewicz,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,39
me mb,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,39
exchanged to ron,foreign_currency,accepted_tiebreak,foreign_currency,foreign_currency,0.55,foreign_currency,travel_holidays,39
bell,unclassified_other,abstain_confirmed,pub_bar,unclassified_other,0.3,unclassified_other,unclassified,39
dvla-j,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,39
me group international,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,39
the belmont community,pub_bar,accepted_tiebreak,pub_bar,restaurant_cafe,0.4,pub_bar,eating_drinking_out,39
sky mobile cd,mobile_phone_contract,auto_accept,mobile_phone_contract,mobile_phone_contract,0.9,,utilities_household_bills,39
blue line taxis,taxi_rideshare,auto_accept,taxi_rideshare,taxi_rideshare,0.92,,transport_motoring,39
demi doo,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,39
c smith,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,39
enhanced life competit,prize_competitions,accepted,prize_competitions,prize_competitions,0.75,,gambling,39
p chalkwell sst,unclassified_other,abstain_confirmed,transfer_p2p,unclassified_other,0.3,unclassified_other,unclassified,39
michael grealis pv,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,39
daniel a watson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
p grimmer,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,39
pamela o'rourke,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,39
day,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
everyman media group,cinema,accepted,cinema,cinema,0.85,,entertainment_leisure,38
c general stores,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,38
wind street stores,convenience_store,human_reviewed,prize_competitions,gambling_unspecified,0.55,convenience_store,groceries_household_essentials,38
expo international superm,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.8,groceries_specialist,groceries_household_essentials,38
taal food and wine cd,alcohol_wine,accepted_general,groceries_specialist,alcohol_wine,0.55,convenience_store,groceries_household_essentials,38
dvla-ex,road_tax,accepted,road_tax,road_tax,0.85,,transport_motoring,38
jcvendingservicesl,unclassified_other,abstain_residual,convenience_store,retail_other,0.4,confectionary,unclassified,38
united utilities water,water,auto_accept,water,water,0.95,,utilities_household_bills,38
sovereign centre,unclassified_other,abstain_residual,convenience_store,groceries,0.45,unclassified_card_spend,unclassified,38
f d gold,unclassified_other,abstain_residual,investment_trading,investment_general,0.5,unclassified_other,unclassified,38
krishna news food wine,convenience_store,accepted_tiebreak,groceries_specialist,convenience_store,0.6,convenience_store,groceries_household_essentials,38
green valley grocery,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,38
e downey,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,38
d odonnell my maw,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
st leonards svs statio,fuel,accepted_tiebreak,convenience_store,fuel,0.7,fuel,transport_motoring,38
k sawicka,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,38
robert hall annie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,38
park news cd,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,38
mp food & wine,convenience_store,accepted_tiebreak,alcohol_wine,convenience_store,0.5,convenience_store,groceries_household_essentials,38
ty mawr,holiday_uk,accepted_tiebreak,holiday_rental,holiday_uk,0.5,holiday_uk,travel_holidays,38
kimberley grinnellmonzo,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,38
london,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
rac financial services,breakdown_cover,accepted_tiebreak,breakdown_cover,breakdown_cover,0.55,breakdown_cover,transport_motoring,38
magnolia,fuel,accepted_tiebreak,vehicle_servicing,fuel,0.55,fuel,transport_motoring,38
churchill drive,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
gt farm,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.5,groceries_specialist,groceries_household_essentials,38
birstall cricket club,sports_participation,accepted_tiebreak,sports_participation,sports_participation,0.5,sports_participation,entertainment_leisure,38
westminster gen,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
o satsuma,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.4,restaurant_cafe,eating_drinking_out,38
loic yvan kadipoko,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,38
shopsmart ko-op,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,38
mum shop,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,38
amanda coffee terina,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,38
ogmore valley store lt,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,38
willis igogo,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,38
callum sugden,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
trident supplements,supplements,accepted,supplements,supplements,0.7,,health_medical,38
d nembhard,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
oncu food centre,convenience_store,accepted_general,groceries,convenience_store,0.75,groceries_specialist,groceries_household_essentials,38
best,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,38
mum mam,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
rumbles fish bar,takeaway,accepted,takeaway,takeaway,0.8,,eating_drinking_out,38
louis berry,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
dvla-sv,road_tax,accepted,road_tax,road_tax,0.85,,transport_motoring,38
cost cutter,groceries,accepted_tiebreak,groceries,convenience_store,0.75,groceries,groceries_household_essentials,38
sv hirani off licence,alcohol_beer_spirits,accepted_tiebreak,convenience_store,alcohol_beer_spirits,0.7,alcohol_beer_spirits,groceries_household_essentials,38
the bridge hotel,pub_bar,accepted_tiebreak,pub_bar,accommodation,0.6,pub_bar,eating_drinking_out,38
c l milner hubby,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
speedline ser statio,fuel,accepted_tiebreak,unclassified_other,fuel,0.7,fuel,transport_motoring,38
gilwern garage,fuel,accepted_tiebreak,vehicle_servicing,fuel,0.7,fuel,transport_motoring,38
tgc ludlow,convenience_store,accepted_tiebreak,unclassified_other,convenience_store,0.6,convenience_store,groceries_household_essentials,38
pass gpa,unclassified_other,abstain_residual,unclassified_other,public_transport_rail_coach,0.4,transport_other,unclassified,38
jed r a floyd,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,38
theruddgroup,unclassified_other,abstain_confirmed,beauty_treatment,unclassified_other,0.3,unclassified_other,unclassified,38
victorian plumbing,home_improvement,accepted_general,home_repair,home_improvement,0.85,bathroom,home_garden,38
vapestore,vaping,auto_accept,vaping,vaping,0.9,,groceries_household_essentials,38
dvla driver,road_tax,accepted,road_tax,road_tax,0.85,,transport_motoring,38
jillian conroy,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
brit snr,insurance_general,accepted_tiebreak,insurance_pet,insurance_general,0.7,insurance_general,insurance,38
pierinos.c,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,38
clifton convenience st cd,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,38
dove house hospice,charitable_donation,accepted_tiebreak,charitable_donation,charitable_donation,0.65,charitable_donation,charitable_political_giving,38
doreena duah-bonsu,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
crosss coffee shop li,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,38
cafepointllp,unclassified_other,abstain_residual,unclassified_other,restaurant_cafe,0.5,confectionary,unclassified,38
michael mcinerney,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
stuarts premier daily,convenience_store,accepted_tiebreak,convenience_store,unclassified_other,0.3,convenience_store,groceries_household_essentials,38
carl wood,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,38
whiston hospital,hospital,accepted_tiebreak,hospital,hospital,0.6,hospital,health_medical,38
rafl,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
reladortex,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
bp sutton court s stn fs1,fuel,accepted,fuel,fuel,0.85,,transport_motoring,38
coin,vaping,accepted_general,convenience_store,vaping,0.4,confectionary,groceries_household_essentials,38
rytis zubrickas,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
laura williams,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
g prager castro,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
pamir grocery,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.8,groceries_specialist,groceries_household_essentials,38
steven peart,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
blackpool pleasure be,days_out,accepted_tiebreak,days_out,days_out,0.5,days_out,entertainment_leisure,38
pass 4 qmp,taxi_rideshare,accepted_general,taxi_rideshare,taxi_rideshare,0.4,transport_other,transport_motoring,38
just for pets,pet_supplies,auto_accept,pet_supplies,pet_supplies,0.9,,pets,38
tapdeal ltd,unclassified_other,abstain_residual,payment_intermediary,credit_card_repayment,0.5,unclassified_other,unclassified,38
llanwern bull,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,38
mo.alie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,38
mole valley farmers,unclassified_other,abstain_residual,groceries_specialist,groceries_specialist,0.6,pet_supplies,unclassified,38
a.v.a. parking,car_parking,auto_accept,car_parking,car_parking,0.9,,transport_motoring,38
amy owen,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
reynolds cateriwalthamcross,catering,accepted_tiebreak,catering,catering,0.5,catering,eating_drinking_out,38
truckhaven carnfo,unclassified_other,abstain_residual,vehicle_maintenance,fuel,0.5,restaurant_cafe,unclassified,38
requinte brazil ltd,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.5,groceries_specialist,groceries_household_essentials,38
wh smith manchester airpo,airport_spend,accepted_tiebreak,airport_spend,books,0.5,airport_spend,travel_holidays,38
lunt david,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
jf jc hewitt and,unclassified_other,abstain_residual,groceries,unclassified_other,0.3,groceries_specialist,unclassified,38
samantha l palmer,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
carl satterly,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
jhon,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,38
c omsakthi food and wine,convenience_store,accepted_tiebreak,convenience_store,alcohol_beer_spirits,0.6,convenience_store,groceries_household_essentials,38
john hawkins,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,38
wolver,council_tax,accepted_tiebreak,council_tax,council_tax,0.6,council_tax,council_tax_government,38
dvla-ej,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,38
south lanark,council_tax,accepted,council_tax,council_tax,0.75,,council_tax_government,38
bran maw,transfer_p2p,human_reviewed,unclassified_other,credit_card_repayment,0.5,transfer_p2p,transfers,38
jayne bell,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,38
docklands food and wine,convenience_store,accepted_tiebreak,convenience_store,alcohol_beer_spirits,0.6,convenience_store,groceries_household_essentials,38
vintagy & cagl,unclassified_other,abstain_residual,unclassified_other,car_parking,0.4,unclassified_card_spend,unclassified,38
lbbd,council_tax,accepted,council_tax,council_tax,0.85,,council_tax_government,38
kuick,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
dvla-ak,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,38
indrapal singh,transfer_p2p,accepted_tiebreak,groceries_specialist,transfer_p2p,0.5,transfer_p2p,transfers,38
expre,household_appliances,accepted_tiebreak,retail_finance_repayment,household_appliances,0.5,household_appliances,home_garden,38
mitzi holt,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,38
clare doyle starling,transfer_p2p,accepted_tiebreak,transfer_own_account,transfer_p2p,0.6,transfer_p2p,transfers,38
dbz,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
mbg,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
simplycook,groceries_specialist,accepted_tiebreak,groceries,groceries_specialist,0.6,groceries_specialist,groceries_household_essentials,38
classic,unclassified_other,abstain_residual,transfer_p2p,unclassified_other,0.3,transfer_own_account,unclassified,38
motorfue,fuel,accepted,fuel,fuel,0.85,,transport_motoring,38
pamela noonan pam,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
london borough of hill,council_tax,accepted_general,council_tax,council_tax,0.55,government_services,council_tax_government,38
s sayed pay,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
burkill cd,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
borough,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
tadek deli,unclassified_other,abstain_residual,convenience_store,restaurant_cafe,0.55,groceries_specialist,unclassified,38
medina supermarket,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,38
danielle mc,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
mills milk,groceries_specialist,accepted,groceries_specialist,groceries_specialist,0.75,,groceries_household_essentials,38
mathusha news,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,38
mr glynn atterbury,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,38
barbara howard owed,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,38
oscar lewis pops,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.7,transfer_p2p,transfers,38
kacey leeson,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
oktowalleteu,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
sd events,event_planning,accepted_tiebreak,sports_tickets,event_planning,0.35,event_planning,entertainment_leisure,38
paris showman,unclassified_other,abstain_confirmed,entertainment_other,unclassified_other,0.3,unclassified_other,unclassified,38
rci financial,car_finance_repayment,accepted,car_finance_repayment,car_finance_repayment,0.85,,credit_loan_repayments,38
dvla-lb,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,38
dfh,retail_finance_repayment,accepted_tiebreak,personal_loan_repayment,retail_finance_repayment,0.5,retail_finance_repayment,credit_loan_repayments,38
tax free childcare,childcare,accepted,childcare,childcare,0.85,,childcare_education,38
th stadium,unclassified_other,abstain_residual,sports_tickets,sports_tickets,0.5,unclassified_card_spend,unclassified,38
a ellis,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
keir armstrong,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
d anderson,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
aster communities,rent,accepted,rent,rent,0.75,,housing,38
bezy,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,38
luke donnigan,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
mcmanus j,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,38
fantasy island,unclassified_other,context_dependent,gambling_casino,gambling_unspecified,0.5,days_out,unclassified,37
the highfield hotel,pub_bar,human_reviewed,accommodation,accommodation,0.6,pub_bar,eating_drinking_out,37
showcase derby,cinema,accepted,cinema,cinema,0.7,,entertainment_leisure,37
pic re sains pet petsb,insurance_pet,accepted_tiebreak,pet_supplies,insurance_pet,0.6,insurance_pet,pets,37
roast,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,37
thank you,unclassified_other,abstain_confirmed,unclassified_other,credit_card_repayment,0.4,unclassified_other,unclassified,37
q leah,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
dvla-ml,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,37
club candan,foreign_spend_unspecified,accepted_tiebreak,foreign_spend_unspecified,unclassified_other,0.4,foreign_spend_unspecified,travel_holidays,37
bp pulse,fuel,accepted,fuel,fuel,0.75,,transport_motoring,37
