merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
lb croydon,council_tax,accepted_tiebreak,unclassified_other,council_tax,0.5,council_tax,council_tax_government,10
nicola ball,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
hidden coffee,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.65,restaurant_cafe,eating_drinking_out,10
eric j stephen,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
st pancras intl,restaurant_cafe,accepted_tiebreak,restaurant_cafe,public_transport_rail_coach,0.6,restaurant_cafe,eating_drinking_out,10
miss s p linskey,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
rontec hamilton,fuel,accepted_tiebreak,unclassified_other,fuel,0.8,fuel,transport_motoring,10
ionela-anca,transfer_p2p,accepted_tiebreak,transfer_p2p,personal_loan_repayment,0.55,transfer_p2p,transfers,10
t&j barbers,beauty_treatment,accepted,beauty_treatment,beauty_treatment,0.8,,clothing_personal_care,10
haydon bi,unclassified_other,abstain_residual,transfer_p2p,transfer_p2p,0.55,unclassified_other,unclassified,10
als plaice,takeaway,accepted,takeaway,takeaway,0.8,,eating_drinking_out,10
braw scran,takeaway,accepted_tiebreak,takeaway,unclassified_other,0.3,takeaway,eating_drinking_out,10
gallagher flowers,gifts_flowers,accepted,gifts_flowers,gifts_flowers,0.75,,general_retail_marketplaces,10
abc mini marke,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,10
mrs sarah l cairns,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
aboutcharge,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
ae bhatia ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
gg gallo enterprises ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
technius ltd pi,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
bp kings of sedgley,fuel,accepted,fuel,fuel,0.85,,transport_motoring,10
penningtons,unclassified_other,abstain_residual,convenience_store,restaurant_cafe,0.5,retail_small_independent,unclassified,10
rnib wv,charitable_donation,accepted,charitable_donation,charitable_donation,0.7,,charitable_political_giving,10
takepayments ltd,unclassified_other,abstain_residual,payment_intermediary,unclassified_other,0.3,business_services,unclassified,10
r mein,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
clayton hotel,accommodation,auto_accept,accommodation,accommodation,0.9,,travel_holidays,10
bethany smith,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
ssp food travel expert,restaurant_cafe,accepted_tiebreak,restaurant_cafe,takeaway,0.6,restaurant_cafe,eating_drinking_out,10
the warehouse nigh,night_club,accepted_tiebreak,discount_store,night_club,0.4,night_club,eating_drinking_out,10
the trafalgar aldershot,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,10
mckenzie j,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
john gerrard baby,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
brandon steel love you,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,10
wh smith north staffordsh,books,accepted_tiebreak,books,books,0.6,books,entertainment_leisure,10
makronissos village bar,pub_bar,accepted,pub_bar,pub_bar,0.75,,eating_drinking_out,10
veezu north,taxi_rideshare,accepted,taxi_rideshare,taxi_rideshare,0.75,,transport_motoring,10
couzens bakery and cof,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,10
pavillion ice,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.5,eating_out_other,eating_drinking_out,10
burton mini ma,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
bennettes,insurance_general,accepted,insurance_general,insurance_general,0.7,,insurance,10
huachenghk,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
bp blackford bridge se,fuel,accepted,fuel,fuel,0.85,,transport_motoring,10
tracey griffiths,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,10
kamal foods,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.75,groceries_specialist,groceries_household_essentials,10
sian hill cousin,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,10
the club house,pub_bar,accepted_tiebreak,pub_bar,restaurant_cafe,0.55,pub_bar,eating_drinking_out,10
pcpea,unclassified_other,abstain_confirmed,convenience_store,unclassified_other,0.4,unclassified_other,unclassified,10
oswestry town council,government_services,human_reviewed,unclassified_other,council_tax,0.4,government_services,council_tax_government,10
yuk ching li,transfer_p2p,accepted_tiebreak,restaurant_cafe,transfer_p2p,0.7,transfer_p2p,transfers,10
booth & howarth,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.6,groceries_specialist,groceries_household_essentials,10
savers health & bewelwyn,pharmacy,accepted,pharmacy,pharmacy,0.85,,health_medical,10
a sharkey,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
alzheimer-s,charitable_donation,auto_accept,charitable_donation,charitable_donation,0.9,,charitable_political_giving,10
biffa waste servic,waste_services,auto_accept,waste_services,waste_services,0.95,,utilities_household_bills,10
stephanie harrison,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
lexi simm mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
jack hatton,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
judith wilkinson work bb,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
miss ssd,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
pick & pay market,convenience_store,accepted_general,convenience_store,convenience_store,0.6,groceries,groceries_household_essentials,10
motorway,vehicle_purchase,accepted,vehicle_purchase,vehicle_purchase,0.7,,transport_motoring,10
tesla taxi krnov,taxi_rideshare,accepted,taxi_rideshare,taxi_rideshare,0.85,,transport_motoring,10
john stainsby fuel,fuel,accepted_tiebreak,fuel,fuel,0.6,fuel,transport_motoring,10
cottage filling statio,fuel,accepted,fuel,fuel,0.85,,transport_motoring,10
tidjara,unclassified_other,abstain_confirmed,unclassified_other,transfer_p2p,0.4,unclassified_other,unclassified,10
malika kalema nan,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
norths village bakery,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,10
j f martin,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
gooch,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,10
kelly snowling,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
park garage group,fuel,accepted_tiebreak,vehicle_maintenance,fuel,0.7,fuel,transport_motoring,10
whitecalling,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
c bentley,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
west green food and wine,groceries,accepted_general,groceries,groceries,0.6,convenience_store,groceries_household_essentials,10
wine lodge,unclassified_other,abstain_residual,alcohol_wine,alcohol_wine,0.55,pub_bar,unclassified,10
classdojo,education_general,accepted,education_general,education_general,0.7,,childcare_education,10
d m swain,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
falling lane local sto,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,10
eston vape and smo middles brough,vaping,accepted,vaping,vaping,0.85,,groceries_household_essentials,10
anna keselova work,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
esso tuffley,fuel,auto_accept,fuel,fuel,0.9,,transport_motoring,10
katelyn little,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
brianalexa,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
cd planet fun,days_out,accepted_tiebreak,days_out,entertainment_other,0.5,days_out,entertainment_leisure,10
first travel solutions,public_transport_rail_coach,accepted_tiebreak,public_transport_rail_coach,travel_other,0.4,public_transport_rail_coach,transport_motoring,10
gareth meekin,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
corey bhoy,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
a iqbal car parts,spares_repairs,accepted_tiebreak,spares_repairs,spares_repairs,0.6,spares_repairs,transport_motoring,10
seven till late con,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,10
boots hamilton,pharmacy,auto_accept,pharmacy,pharmacy,0.9,,health_medical,10
tridentsupplements,supplements,accepted_tiebreak,supplements,supplements,0.6,supplements,health_medical,10
for quarterly rentvia,rent,accepted,rent,rent,0.7,,housing,10
hadfelda convenience store,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,10
nicola o hara,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
tower gifts,gifts_flowers,accepted,gifts_flowers,gifts_flowers,0.7,,general_retail_marketplaces,10
thomas hunt & grace hooper,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,10
hozah parking limi,car_parking,accepted,car_parking,car_parking,0.85,,transport_motoring,10
k.p. food and wine,alcohol_wine,accepted_general,alcohol_wine,alcohol_wine,0.65,convenience_store,groceries_household_essentials,10
gog & magog,pub_bar,human_reviewed,eating_out_other,retail_small_independent,0.4,pub_bar,eating_drinking_out,10
mr darren j watt,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
tarlington,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
muir hardware store,home_improvement,accepted_tiebreak,home_improvement,tools,0.6,home_improvement,home_garden,10
south park,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
toranj pizza,takeaway,accepted,takeaway,takeaway,0.75,,eating_drinking_out,10
livelyhood venues limi,pub_bar,human_reviewed,entertainment_other,entertainment_other,0.55,pub_bar,eating_drinking_out,10
sandy brae service stn,fuel,accepted,fuel,fuel,0.7,,transport_motoring,10
the social act,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.5,restaurant_cafe,eating_drinking_out,10
dog walk walk ted,pet_other,accepted_tiebreak,unclassified_other,pet_other,0.6,pet_other,pets,10
lebanese flavours,takeaway,accepted_tiebreak,takeaway,restaurant_cafe,0.65,takeaway,eating_drinking_out,10
kelis louise wheelbirthday,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
razor barber,beauty_treatment,accepted,beauty_treatment,beauty_treatment,0.7,,clothing_personal_care,10
mr terrell maxam,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
oakfield,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
galli ds,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,10
david ortega,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
michelle coogan family owed,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
spar larne road,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,10
nicholls fuel ballymen,fuel,accepted,fuel,fuel,0.85,,transport_motoring,10
airdrie taxis,taxi_rideshare,auto_accept,taxi_rideshare,taxi_rideshare,0.9,,transport_motoring,10
ck retail,convenience_store,accepted_tiebreak,retail_small_independent,convenience_store,0.55,convenience_store,groceries_household_essentials,10
faye innes & john,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
vishal patel,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
mr yaya manneh hamja,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
ahmed sulieman ahmed,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
rockers,childcare,accepted_tiebreak,unclassified_other,childcare,0.5,childcare,childcare_education,10
joe parish,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
azeezat,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,10
neil woolfson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
moon and starfish,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,10
tst-top of the town,restaurant_cafe,accepted_tiebreak,pub_bar,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,10
flame and ice,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,10
scottishprisonservic,government_services,accepted_tiebreak,unclassified_other,government_services,0.5,government_services,council_tax_government,10
smith and nephew hull cd,unclassified_other,abstain_residual,convenience_store,unclassified_other,0.3,eating_out_other,unclassified,10
corby skatepark,sports_participation,accepted_tiebreak,sports_participation,sports_participation,0.55,sports_participation,entertainment_leisure,10
the snack shack cd,takeaway,accepted_tiebreak,takeaway,takeaway,0.55,takeaway,eating_drinking_out,10
eatao,takeaway,accepted_tiebreak,takeaway,restaurant_cafe,0.4,takeaway,eating_drinking_out,10
olive catering abp el,catering,accepted_tiebreak,catering,catering,0.5,catering,eating_drinking_out,10
m philipson 10p,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
julie traynor,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
snax group,convenience_store,accepted_general,convenience_store,convenience_store,0.4,confectionary,groceries_household_essentials,10
c volunteer arms,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.5,pub_bar,eating_drinking_out,10
twovend leasin,confectionary,human_reviewed,vaping,unclassified_other,0.3,confectionary,groceries_household_essentials,10
roddy,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
bistro panda,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,10
mobile xchange,unclassified_other,abstain_residual,mobile_handset,foreign_currency,0.35,unclassified_other,unclassified,10
morr skegness,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.4,restaurant_cafe,eating_drinking_out,10
m.rzap kasa,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.4,transfer_p2p,transfers,10
usa chicken,takeaway,accepted_tiebreak,takeaway,takeaway,0.6,takeaway,eating_drinking_out,10
kirklees direct de ren,rent,accepted_tiebreak,rent,rent,0.5,rent,housing,10
s&b bath,unclassified_other,abstain_confirmed,unclassified_other,personal_loan_repayment,0.55,unclassified_other,unclassified,10
danny mart,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,10
michelle cotter,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
78 meat and fish,groceries_specialist,accepted,groceries_specialist,groceries_specialist,0.7,,groceries_household_essentials,10
essential management ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
buffers,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.5,restaurant_cafe,eating_drinking_out,10
agb solutions ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
the old barn,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.6,pub_bar,eating_drinking_out,10
charlyhensvisa,unclassified_other,abstain_residual,transfer_p2p,transfer_p2p,0.55,payment_intermediary,unclassified,10
cameron butterworth,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
autoroute du sud,tolls,accepted,tolls,tolls,0.85,,transport_motoring,10
brokersure ltd,insurance_general,accepted_tiebreak,investment_trading,insurance_general,0.6,insurance_general,insurance,10
fourvenues,night_club,accepted_tiebreak,accommodation,night_club,0.6,night_club,eating_drinking_out,10
shantelle ridgecook,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
cd princess of wales,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.5,pub_bar,eating_drinking_out,10
louis,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,10
star groceries,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,10
po insurance,insurance_general,accepted_tiebreak,insurance_general,insurance_motor,0.6,insurance_general,insurance,10
total parking solutions,car_parking,accepted,car_parking,car_parking,0.85,,transport_motoring,10
maki and ramen,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.85,,eating_drinking_out,10
off the wall,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,10
c gordons,pharmacy,accepted,pharmacy,pharmacy,0.75,,health_medical,10
walnut tree farm,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.6,pub_bar,eating_drinking_out,10
mint bar,pub_bar,accepted,pub_bar,pub_bar,0.75,,eating_drinking_out,10
college park service,car_parking,accepted_general,car_parking,car_parking,0.55,fuel,transport_motoring,10
tool shop,tools,accepted_tiebreak,tools,tools,0.5,tools,home_garden,10
greengate supermarket,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,10
chawla sweets,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,10
cameron lane,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
the cordwainer,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,10
the town,eating_out_other,human_reviewed,pub_bar,unclassified_other,0.3,restaurant_cafe,eating_drinking_out,10
sons,unclassified_other,abstain_confirmed,takeaway,unclassified_other,0.3,unclassified_other,unclassified,10
valkyrie music venevesham,live_music,accepted_tiebreak,musical_instruments,live_music,0.65,live_music,entertainment_leisure,10
mrs a j cook,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
alhomsi mechanic,vehicle_maintenance,accepted_tiebreak,vehicle_servicing,vehicle_maintenance,0.75,vehicle_maintenance,transport_motoring,10
a1 cars,taxi_rideshare,accepted_tiebreak,taxi_rideshare,taxi_rideshare,0.6,taxi_rideshare,transport_motoring,10
dgi sky protect initial,insurance_general,accepted_tiebreak,insurance_other,insurance_general,0.55,insurance_general,insurance,10
dvla-sd,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,10
earls,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.5,restaurant_cafe,eating_drinking_out,10
impulse convenience ltd,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,10
callum sneddon,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
ekh parking,car_parking,accepted,car_parking,car_parking,0.85,,transport_motoring,10
pasha,takeaway,accepted_tiebreak,takeaway,takeaway,0.5,takeaway,eating_drinking_out,10
aegean,flights,accepted,flights,flights,0.7,,travel_holidays,10
wild nutrition,supplements,accepted_tiebreak,groceries_specialist,supplements,0.75,supplements,health_medical,10
jamie pirie,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,10
v & s poplar,unclassified_other,abstain_residual,convenience_store,restaurant_cafe,0.55,unclassified_other,unclassified,10
the phesant inn,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.65,pub_bar,eating_drinking_out,10
mc news,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,10
jasmine,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
hole in the wall,restaurant_cafe,accepted_general,takeaway,restaurant_cafe,0.55,pub_bar,eating_drinking_out,10
r clarke & sons,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.6,groceries_specialist,groceries_household_essentials,10
samy limited,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
big discount bargain,discount_store,accepted,discount_store,discount_store,0.8,,groceries_household_essentials,10
caspian pizza,takeaway,accepted_tiebreak,takeaway,takeaway,0.65,takeaway,eating_drinking_out,10
the ice cream,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,10
boh evergreen,unclassified_other,abstain_residual,transfer_p2p,transfer_p2p,0.4,unclassified_other,unclassified,10
www restons co uk,debt_collection,accepted_tiebreak,unclassified_other,debt_collection,0.6,debt_collection,high_cost_distress_credit,10
anatolia food center,groceries_specialist,accepted_tiebreak,groceries_specialist,restaurant_cafe,0.5,groceries_specialist,groceries_household_essentials,10
cd pfc,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
butlinslimited,holiday_uk,accepted_tiebreak,holiday_uk,holiday_uk,0.5,holiday_uk,travel_holidays,10
netil,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,10
royals southend car park,car_parking,accepted,car_parking,car_parking,0.75,,transport_motoring,10
long eaton local shop,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,10
borough council of kin,council_tax,accepted_tiebreak,council_tax,council_tax,0.55,council_tax,council_tax_government,10
glow suntan centre ltd,beauty_treatment,accepted,beauty_treatment,beauty_treatment,0.75,,clothing_personal_care,10
energy tea cafeteria,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,10
ali baba&bros limited,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.65,convenience_store,groceries_household_essentials,10
st vending limitstamford,convenience_store,accepted_general,convenience_store,convenience_store,0.5,confectionary,groceries_household_essentials,10
salt and spices superstor,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.6,groceries_specialist,groceries_household_essentials,10
precious ilen-omobhudw,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
canary wharf parking,car_parking,auto_accept,car_parking,car_parking,0.9,,transport_motoring,10
end. clothing,clothing_general,accepted,clothing_general,clothing_general,0.85,,clothing_personal_care,10
c chikweze,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
leeds beckett universi,education_general,accepted_tiebreak,education_general,education_general,0.6,education_general,childcare_education,10
shannon bell court,rent,human_reviewed,rent,rent,0.55,transfer_p2p,housing,10
dan dan boobies,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,10
bp nowell service station,fuel,auto_accept,fuel,fuel,0.9,,transport_motoring,10
owton lodge,pub_bar,human_reviewed,accommodation,accommodation,0.65,pub_bar,eating_drinking_out,10
mr jamie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
mulberrys,unclassified_other,abstain_residual,gambling_bingo,gambling_unspecified,0.6,pub_bar,unclassified,10
hay superstore ltd,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.65,convenience_store,groceries_household_essentials,10
super cups vendihythe,convenience_store,accepted_general,convenience_store,convenience_store,0.5,confectionary,groceries_household_essentials,10
catering department,catering,accepted_tiebreak,catering,catering,0.55,catering,eating_drinking_out,10
retail express,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,10
willow,unclassified_other,abstain_confirmed,catering,unclassified_other,0.4,unclassified_other,unclassified,10
deborah janes one off,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
the shipwrights arms,pub_bar,accepted,pub_bar,pub_bar,0.85,,eating_drinking_out,10
mactassos,unclassified_other,abstain_confirmed,restaurant_cafe,unclassified_other,0.4,unclassified_other,unclassified,10
rega supermarket,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,10
d & k,pharmacy,accepted_tiebreak,pharmacy,pharmacy,0.65,pharmacy,health_medical,10
kyle-aaron upchurc,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,10
angela thomson mum,transfer_p2p,auto_accept,transfer_p2p,transfer_p2p,0.9,,transfers,10
the snack box ve,unclassified_other,abstain_residual,takeaway,takeaway,0.55,confectionary,unclassified,10
kks food city,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,10
ashfield d.c.,council_tax,human_reviewed,unclassified_other,debt_collection,0.6,council_tax,council_tax_government,10
cd tao cafe,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.8,,eating_drinking_out,10
dvla-fa,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,10
high spirits,alcohol_beer_spirits,accepted_tiebreak,alcohol_beer_spirits,alcohol_beer_spirits,0.6,alcohol_beer_spirits,groceries_household_essentials,10
the hollies,restaurant_cafe,accepted_tiebreak,pub_bar,restaurant_cafe,0.5,restaurant_cafe,eating_drinking_out,10
maxin fried chicken,takeaway,accepted,takeaway,takeaway,0.75,,eating_drinking_out,10
red brick market,groceries,accepted_tiebreak,groceries_specialist,groceries,0.6,groceries,groceries_household_essentials,10
cd home & bargain,discount_store,accepted,discount_store,discount_store,0.85,,groceries_household_essentials,10
steven gentry,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
treasure island,gambling_unspecified,human_reviewed,gambling_casino,gambling_unspecified,0.5,unclassified_card_spend,gambling,10
lauren lydon,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
orpins stores,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
solaris law,legal_services,accepted_tiebreak,legal_services,legal_services,0.6,legal_services,business_self_employment,10
gsf gsf,unclassified_other,abstain_confirmed,unclassified_other,convenience_store,0.5,unclassified_other,unclassified,10
yella shop,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.5,convenience_store,groceries_household_essentials,10
night tales,pub_bar,accepted_tiebreak,pub_bar,restaurant_cafe,0.5,pub_bar,eating_drinking_out,10
dirty dicks,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,10
jayde mortley,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
adams,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
ink. gallery ltd,retail_small_independent,accepted_tiebreak,arts_crafts,retail_small_independent,0.3,retail_small_independent,general_retail_marketplaces,10
whyte a,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
the millstone,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,10
the triangle,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.45,pub_bar,eating_drinking_out,10
cd eg livingston as,fuel,accepted_tiebreak,restaurant_cafe,fuel,0.6,fuel,transport_motoring,10
hikeseo.co,business_services,accepted_general,business_services,business_services,0.45,advertising_services,business_self_employment,10
frango ltd t a,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
