merchant_raw,description_raw,amount,direction,gold_leaf
Everyday Essentials Store,EVERYDAY ESSENTIAL,2.2,debit,convenience_store
Elmhurst Energy Sy,ELMHURST ENERGY SY 100000001588229154,13.16,debit,business_services
Now Ebea 7 Gb Ultra,NOW EBEA7 GB Ultra  ON 27 JUL BCC NOW EBEA7 GB ULTRA,9.0,debit,streaming
Consultants,1313 Consultants L Lovepreet 3435,50.0,debit,business_services
Shirley Local,SHIRLEY Local Shirley Local,13.45,debit,convenience_store
Martine B Ngalula,Lloyds Bank account - Paid with Starling Martine B Ngalula - SortCodeAccountNumber: 30846217528268,200.0,debit,transfer_p2p
Tracy Cooper,Tracy Cooper Mhairi,15.0,debit,transfer_p2p
Digivo Media Limited,Digivo Media Limited,2460.0,debit,advertising_services
Co-op Dumballs Road,Co-Op Dumballs Road,2.0,debit,groceries
Helicabs Limit,Contactless Payment SumUp *HELICABS LIMIT GOOGLE 1204 2025-07-06,4.6,debit,taxi_rideshare
Cliffords,SumUp  *Cliffords Tamworth,10.8,debit,restaurant_cafe
Yolo,YOLO Yolo,52.04,debit,unclassified_other
Clapham Food & Win,CLAPHAM FOOD & WIN,4.0,debit,convenience_store
Platt Lane Convenience,Platt Lane Convenience,1.4,debit,convenience_store
Tiarna Walters Berniece Nicole,TIARNA  WALTERS   Berniece/nicole   VIA MOBILE - LVP  FP 04/07/25 10    51174338479393000N,50.0,debit,transfer_p2p
Raz Plumbers,Raz Plumbers Merchants,9.95,debit,home_improvement
Masjid E Quba,LAT*MASJID E QUBA,5.0,debit,charitable_donation
The Nook,THE NOOK  ON 25 AUG CLP,19.0,debit,pub_bar
Acro Police Cert,Visa purchase ACRO POLICE CERT APPLEPAY 0470,68.0,debit,id_documents
Best One Arthur Road,Best One Arthur Ro  ON 14 AUG CPM BEST ONE ARTHUR ROAD,1.0,debit,convenience_store
Toby Whitewebbs House,TOBY WHITEWEBBS HO  ON 26 AUG CPM TOBY WHITEWEBBS HOUSE,17.49,debit,restaurant_cafe
Pack Oreo,Visa purchase ITCH* PACK OREO 9889,16.45,debit,gaming_online
Michelle Brennan Munch,Michelle Brennan Munch,5.0,debit,transfer_p2p
Cd Sidcop Supermarket Barnsley,8514 12AUG25 CD   SIDCOP SUPERMARKETBARNSLEY GB,5.5,debit,groceries
Middletown Coffee Co,SQ *MIDDLETOWN COF,3.8,debit,restaurant_cafe
New Yorker Retail Pols,NEW YORKER RETAIL POLAND AMOUNT IN PLN 104.85 ON 20 AUG VISA 4.904533 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.64 NEW YORKER RETAIL POLS,22.02,debit,clothing_general
R Ucheobi,R UCHEOBI 777754 25690662,450.0,debit,transfer_p2p
Rad Catering Ctruro,SQ *RAD CATERING CTruro,13.0,debit,catering
Hyh 7r,HYH (BOWLING) 7R  ON 23 AUG BCC,50.0,debit,sports_participation
Trafikarium Tabak,Trafikarium Tabak Bt.,5.42,debit,tobacco
Ash S Taxi,SumUp  *Ash s taxi,6.3,debit,taxi_rideshare
Oasis In The Park,Oasis in the Park,2.5,debit,restaurant_cafe
Amy Fairhurst Lilly,AMY FAIRHURST  LILLY FT,6.0,debit,transfer_p2p
C Flamez Kitchen,9297 18AUG25 C    FLAMEZ KITCHEN    CWMBRAN GB,2.0,debit,takeaway
Foundation Letsreg,Foundation Letsreg,21.25,debit,sports_participation
Biz 2 Learn.co,biz2learn.co,24.99,debit,home_learning
Aksular,AKSULAR RESTAURANT  ON 03 SEP CLP Aksular,13.5,debit,restaurant_cafe
Tatenda Nicole,Tatenda Nicole Mugwidi Happy birthday,70.0,debit,transfer_p2p
Katie Baddoo Car Insuranceloan,Katie Baddoo Car insuranceloan,500.0,debit,loan_repayment_manual
Stonebridge Golf Centre,STONEBRIDGE GOLF C,16.95,debit,sports_participation
Gsf Sheffield,GSF               Sheffield,51.58,debit,spares_repairs
Z L Tshuma Lending,Z L Tshuma Lending,1000.0,debit,loan_repayment_manual
Grandmas Cater,SumUp  *Grandmas C,1.5,debit,catering
Coca-Cola,Coca-Cola,1.5,debit,confectionary
Osprey-surf.co.uk,Visa purchase SP OSPREY-SURF.CO.UK 4419,38.24,debit,sports_equipment
Dilan Money,DILAN             MONEY OWED        VIA MOBILE - PYMT FP 05/07/25 10    54103121463495000R,7.0,debit,loan_repayment_manual
Wicked Merchanlondon,SQ *WICKED MERCHANLondon,12.0,debit,theatre
Yutu Food Limited Order,Contactless Payment Yutu Food Limited Order 3 APPLEPAY 4851,4.68,debit,takeaway
Aberdeen Rosehill,ABERDEEN ROSEHILL        ABERDEEN     GB2025-08-07,30.0,debit,cash_withdrawal
Stablela Store,SP STABLELA STORE  ON 15 JUL BCC,44.76,debit,clothing_general
Vape X Phones LTD,Contactless Payment SUMUP *VAPE X PHONES LTD APPLEPAY 7684,10.0,debit,vaping
Baytown Stores,Baytown Stores,4.88,debit,convenience_store
Only Food And,Only Food And,2.5,debit,takeaway
Ludlow Brewing Com,LUDLOW BREWING COMLUDLOW,9.0,debit,alcohol_beer_spirits
Toyset Children's Ride,TOYSET CHILDREN'S,3.5,debit,entertainment_other
Western Farm Comme,WESTERN FARM COMME 300000001629303644,411.0,debit,groceries_specialist
Shane Buckingham,SHANE BUCKINGHAM 500000001583229978,60.0,debit,transfer_p2p
Mobile Hut,PENDING MOBILE HUT,35.0,debit,mobile_handset
The Outpost Cafe,SQ *THE OUTPOST CA  ON 31 JUL CPM SQ *THE OUTPOST CAFE &,6.3,debit,restaurant_cafe
Wickes Stirling Stirling,WICKES STIRLING   STIRLING,5.0,debit,home_improvement
Star Gifts,STAR GIFTS,15.99,debit,gifts_flowers
Hastings Furniture Servic,HASTINGS FURNITURE,55.0,debit,home_accessories
John Omalley,JOHN OMALLEY,20.0,debit,transfer_p2p
Mrs. J Thomas,MRS. J THOMAS 500000001608611538,700.0,debit,transfer_p2p
Andystaxi,SumUp  *AndyStaxi,7.9,debit,taxi_rideshare
K & M Food Market,K & M Food Market,8.9,debit,convenience_store
University Of Worcester,UNIVERSITY OF WORC,45.0,debit,education_general
Farouq,Farouq Adeshina - SortCodeAccountNumber: 04007504658779,15.0,debit,transfer_p2p
Xatzidimitriou Aneza,XATZIDIMITRIOU ANE GREECE AMOUNT IN EUR 4.50 ON 31 AUG VISA 1.152911 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.12 XATZIDIMITRIOU ANEZA I,4.02,debit,foreign_spend_unspecified
Maria De Lima,MARIA DE LIMA GOME 200000001584652985,120.0,debit,transfer_p2p
Servicevend,8869 03AUG25 CD   NYA*SERVICEVEND NWABERYSTWYTH GB,1.2,debit,confectionary
Bta-hwm,Bta-Hwm-00005,1.56,debit,unclassified_other
Adnan,Adnan khan        2 items sully,70.0,debit,transfer_p2p
Celebration Cakes,Celebration Cakes,7.55,debit,retail_small_independent
Ldn Transport Museum,LDN TRANSPORT MUSE  ON 12 AUG CPM LDN TRANSPORT MUSEUM,3.0,debit,days_out
The Thepi Hut Thepi,Thepihut Thepi,64.5,debit,computer_peripherals
Mirfield Dental Centre,Mirfield Dental Ce,10.0,debit,dentist
Nathan Duggan,NATHAN DUGGAN 400000001602616136,5.0,debit,transfer_p2p
Cd Sth Holderness,1692 11SEP25 CD   STH HOLDERNESS    SPORTS            HULL GB,1.0,debit,sports_participation
Bella Hair,Contactless Payment SUMUP *BELLA HAIR,22.5,debit,beauty_treatment
Vermuteria,Vermuteria,10.1,debit,restaurant_cafe
Pig On The Wall,5273 29JUL25 CD   PIG ON THE WALL   MANCHESTER GB,16.8,debit,pub_bar
Culverden Veterina,Contactless Payment CULVERDEN VETERINA APPLEPAY 2042,53.34,debit,veterinary
Clubspark,Visa purchase CLUBSPARK* COMETS APPLEPAY 1875,3.5,debit,sports_participation
Miss Lacci C Michie,Miss Lacci C Michie Miss Lacci C Michi,14.0,debit,transfer_p2p
Range Dess,RANGEDESSE* RANGE,9.5,debit,takeaway
Cha Char Chimp,Contactless Payment ZETTLE_*CHA CHAR CHIMP,7.95,debit,restaurant_cafe
Miss Ocean Elise,Miss Ocean Elise Edwards - SortCodeAccountNumber: 30983760579868,9.2,debit,transfer_p2p
C Ocean Fish Bar,9182 12JUL25 C    OCEAN FISH BAR    CLEETHORPES GB,32.8,debit,takeaway
Chris Potter Country Spor,CHRIS POTTER COUNT CD 8416,40.5,debit,sports_equipment
Unitedartsg Uka,Visa purchase PAYPAL *UNITEDARTSG UKA39 7059,27.0,debit,unclassified_other
Yuliia Marchuk,YULIIA MARCHUK  REFUND FT,120.0,debit,transfer_p2p
Aiesha Moore,AIESHA MOORE 500000001630842218,45.0,debit,transfer_p2p
Football World Leeds,Football World Lee,8.4,debit,sports_participation
Liquor Market Burlingt,LIQUOR MARKET BURL USA AMOUNT IN USD 19.99 ON 01 SEP VISA 1.344299 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.44 LIQUOR MARKET BURLINGT,15.31,debit,alcohol_beer_spirits
Miss Jones Cosmos,Miss Jones Cosmos,95.0,debit,transfer_p2p
Haslemere Taxi Se,SUMUP  *HASLEMERE,7.5,debit,taxi_rideshare
Eastenders Bar Magaluf,Eastenders Bar Magaluf,12.47,debit,pub_bar
Lbcw LTD,SUMUP  *LBCW LTD,24.9,debit,unclassified_other
Ryan Kelly Paula Rc,RYAN KELLY  PAULA RC FT,175.0,debit,transfer_p2p
Dallas,Contactless Payment DALLAS APPLEPAY 6071,4.7,debit,unclassified_other
Kfc-east Ham,KFC-EAST HAM,34.99,debit,takeaway
Clive De Carle,"CLIVE DE CARLE - carolines cottage, rudge lane, MARLBOROUGH",83.0,debit,supplements
Grove Body Shop Inv,Grove Body Shop                          INV-1166,899.34,debit,vehicle_maintenance
Hayaty Lounge,SQ *HAYATY LOUNGE London,20.0,debit,restaurant_cafe
Amanda Allan,AMANDA ALLAN,55.0,debit,transfer_p2p
Sarko D Mohammed Food,SARKO D MOHAMMED  FOOD FT,11.5,debit,transfer_p2p
The New Oak,4006 30JUN25      THE NEW OAK       BRIGHTON GB,12.4,debit,pub_bar
Cd Harun,6611 22AUG25 CD   HARUN S BARBERS   LICHFIELD GB,10.0,debit,skin_hair_care
Busy Beans Organic,Busy Beans Organic,23.66,debit,groceries_specialist
Mr Stephen Howley Bike,Mr Stephen Howley bike,250.0,debit,transfer_p2p
Little Boutique,LITTLE BOUTIQUE   KENT,18.0,debit,clothing_womens
Parambz Mobile,PARAMBZ MOBILE,35.0,debit,mobile_handset
Ruddys,Ruddys Chip Shop..Gloucester,5.7,debit,takeaway
Boots Baker Street,"BOOTS,BAKER STREET  ON 12 AUG CLP",4.95,debit,pharmacy
Gaia,ZETTLE_*GAIA GIVINPAIGNTON,6.3,debit,charitable_donation
Cobbles Of Staithes,COBBLES OF STAITHE  ON 13 SEP CLP COBBLES OF STAITHES,9.25,debit,restaurant_cafe
Danielle Caton Shorts,DANIELLE CATON  SHORTS FT,9.74,debit,transfer_p2p
Getstuft Cafe,Contactless Payment GETSTUFT CAFE GOOGLE 2874,13.4,debit,restaurant_cafe
Johnsons Of Reepham,Johnsons Of Reepham,3.25,debit,groceries_specialist
Inzmam Baig Self Acount,Inzmam Baig Self Acount,1209.0,debit,transfer_own_account
Tasty Burger,Tasty Burger,11.5,debit,takeaway
Petrolina,Contactless Payment PETROLINA - LCA AIRPORT EUR 29.07000 at 1.1522 GOOGLE 2189,25.23,debit,fuel
Cafezinho,CARD PAYMENT TO CAFEZINHO ON 02-09-2025,2.0,debit,restaurant_cafe
Hemsby Village,HEMSBY VILLAGE,25.0,debit,holiday_uk
Sainsburys-superma,SAINSBURYS-SUPERMA,7.25,debit,groceries
25klarna11,25klarna11,251.18,debit,bnpl
Anne Stone,ANNE STONE 200000001631672782,1000.0,debit,transfer_p2p
Colby,COLBYSCREWRESCUEDONAT 840          10.00 VISAXR   1.34590 CD 9976 21SEP25,7.43,debit,charitable_donation
Andrew Moore Mince Pride,Andrew Moore Mince Pride25,100.0,debit,transfer_p2p
S K Davies,S K DAVIES 300000001609451761,20.0,debit,transfer_p2p
Openart Phaion,OPENART PHAION95 USA AMOUNT IN USD 29.00 ON 06 SEP VISA 1.341301 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.65 ,22.27,debit,online_services
Linekers Market,LINEKERS MARKET SPAIN AMOUNT IN EUR 3.45 ON 03 JUL VISA 1.15324 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.09 ,3.08,debit,foreign_spend_unspecified
Chalet Cafe LTD,Chalet Cafe Ltd,6.85,debit,restaurant_cafe
Moseley Meat Centre,Moseley Meat Centr,5.4,debit,groceries_specialist
Menstrie Service Stati,MENSTRIE SERVICE STATI Menstrie Service Stati,21.83,debit,fuel
Llanina Filling Station,Contactless Payment LLANINA FILLING STATION,9.22,debit,fuel
Joshua Thompson S.parkin,joshua thompson                          s.parkin,720.0,debit,transfer_p2p
Thewindowcleaninggroup,Thewindowcleaninggroup,10.0,debit,cleaning_services
Woodend Fisheries,Contactless Payment SUMUP *WOODEND FISHERIES APPLEPAY 3522,7.4,debit,takeaway
Sofia Sardar,Barclays account - From A Sardar Sofia Sardar - SortCodeAccountNumber: 20467333182282,515.0,debit,transfer_p2p
Distrikt,DISTRIKT,6.3,debit,pub_bar
Cd Haygate Veterinarycen,2726 03SEP25 CD   HAYGATE VETERINARYCEN               TELFORD GB,50.21,debit,veterinary
Green Ariana,Green Ariana,33.98,debit,restaurant_cafe
So Marrakech,So Marrakech,3.9,debit,restaurant_cafe
Beechwood Bpac,PENDING TRY* BEECHWOOD BPAC,31.95,debit,unclassified_other
Jagmohan Singh,JAGMOHAN SINGH 200000001583194058,300.0,debit,transfer_p2p
Beza Ethiopian,BEZA ETHIOPIAN,48.0,debit,restaurant_cafe
Model Junction,MODEL JUNCTION  ON 04 OCT CLP,8.45,debit,toys
Blackbrook,SumUp  *Blackbrook,4.3,debit,unclassified_other
Cd Moorclose Fish,3350 28AUG25 CD   MOORCLOSE         FISHERIES         WORKINGTON GB,34.0,debit,takeaway
Taxi Drive,SumUp  *Taxi drive,7.0,debit,taxi_rideshare
Nicholl Oils,Nicholl Oils Ballymago,30.0,debit,heating_oil
Seven Spikes Relief,SEVEN SPIKES RELIE,20.0,debit,charitable_donation
Dublin Road Convenience,Dublin Road Convenience N,23.34,debit,convenience_store
Ridwan Raji He,RIDWAN RAJI  HE FT,5.0,debit,transfer_p2p
Chefs Villa,SumUp *CHEFS VILLA  ON 18 OCT CLP SUMUP  *CHEFS VILLA,6.2,debit,restaurant_cafe
Bully,"SP BULLYBILLOWS - Unit 11, Wholesale Market, Clarke Road, NOTTINGHAM",29.98,debit,pet_supplies
Alothaim Markets,Alothaim Markets,9.44,debit,groceries
Real Growt,Jay Topp L* Real Growt,3.74,debit,unclassified_other
Mackinnon,Mackinnon Mills,1.75,debit,clothing_general
News And Wine Supersto,NEWS and WINE SUPE  ON 13 JUN CPM NEWS AND WINE SUPERSTO,21.67,debit,convenience_store
Jacobys,9615 16AUG25      JACOBYS           WARE GB,4.8,debit,restaurant_cafe
Kineya,Kineya,6.2,debit,restaurant_cafe
Ricardas Simkus,Payment to RICARDAS SIMKUS 040736 05196275,20.0,debit,transfer_p2p
Damilola Ola Popoola,DAMILOLA POPOOLA 600000001643162045,100.0,debit,transfer_p2p
Ribola P,Ribola P 55,14.82,debit,unclassified_other
Ambassador East,"DIRECT DEBIT PAYMENT TO AMBASSADOR EAST CL REF SPIN230003851, MANDATE NO 0001",20.0,debit,insurance_general
C Surrey Docks Ro,"7582 23JUL25 C    SURREY DOCKS      ROTHERHITHE,L GB",12.88,debit,pub_bar
Nurshid,NURSHID           AHMED HUSSEIN     VIA MOBILE - PYMT FP 12/06/25 10    51192527076041000N,160.0,debit,transfer_p2p
Miss S Khan Thanks,Miss s khan       Thanks,38.0,debit,transfer_p2p
Partick Thistle Fc,PARTICK THISTLE FC,12.0,debit,sports_tickets
GEN,5003 16AUG25  D   AZIZS             LLANGENNECH GB,35.71,debit,restaurant_cafe
Hazal Sipa,HAZAL SIPA,78.39,debit,transfer_p2p
The Hippy Chippy,The Hippy Chippy,4.95,debit,takeaway
Francisco Martinez Sanche,Francisco Martinez Sanche,9.36,debit,transfer_p2p
Ishtar Bakery,Ishtar Bakery,17.0,debit,restaurant_cafe
Stuarts Coaches Limited,STUARTS COACHES LI,5.5,debit,public_transport_rail_coach
Eus Station Tvm London,EUS STATION TVM   LONDON,9.9,debit,public_transport_rail_coach
Woodhouses Cri,Zettle_*Woodhouses Cri,5.9,debit,sports_participation
Marian Bitineanu,MARIAN BITINEANU 500000001617984646,45.0,debit,transfer_p2p
A Z Pharmacy,A Z PHARMACY  ON 30 MAY CLP,4.78,debit,pharmacy
Modo Liverpool Liverpool,Modo Liverpool    Liverpool,8.5,debit,pub_bar
