merchant_raw,description_raw,amount,direction,gold_leaf
Regent Garage,Contactless Payment REGENT GARAGE,54.85,debit,vehicle_maintenance
New Lodge Farm Bulwick,New Lodge Farm    Bulwick,9.5,debit,groceries_specialist
Rw I Cd,RW I CD 8913,314.28,debit,unclassified_card_spend
Victor Market, Victor Market,11.02,debit,groceries
Restaurante Alberto,RESTAURANTE ALBERTO Restaurante Alberto,10.86,debit,restaurant_cafe
Reuben Carr,Reuben Carr,10.0,debit,transfer_p2p
Ecommercegateway,WWW.ECOMMERCEGATEW,293.29,debit,payment_intermediary
Thornhill Lees Post Offic,THORNHILL LEES POS,2.0,debit,delivery_courier
Tackle Den,Tackle Den,26.47,debit,sports_equipment
Smart Clothing,Smart Clothing,19.09,debit,clothing_general
Verve,PYD*Verve,13.4,debit,unclassified_other
Wolfpack 24 Hour Gym,Wolfpack 24 Hour Gym,29.95,debit,gym_fitness
Samosa Boy,Samosa Boy,15.95,debit,takeaway
Mr A Sampford,Payment to MR A SAMPFORD 602140 57774021,50.0,debit,transfer_p2p
Royal Mart,Royal Mart,1.75,debit,convenience_store
Gportal,Gportal,10.12,debit,web_services
Eastgate Food And Wine,Eastgate Food And Wine,2.6,debit,convenience_store
Afrik N Fusion,Afrik N Fusion,15.24,debit,groceries_specialist
Bethany Crowe,BETHANY CROWE-BROW 300000001619203273,10.0,debit,transfer_p2p
Banbury Madni,BANBURY MADNI MOSQ 200000001587886011,2.0,debit,charitable_donation
The Ruby Hue,CARD PAYMENT TO SQ *THE RUBY HUE LTD ON 09-07-2025,3.4,debit,restaurant_cafe
Craven Park Local,Craven Park Local,2.99,debit,convenience_store
Tst-lekker Cafe,TST-Lekker Cafe -,15.85,debit,restaurant_cafe
Alexander Cler,"BILL PAYMENT TO ALEXANDER CLEREHUGH REFERENCE PAINT, MANDATE NO00156",9.0,debit,tradesmen
Elizabeth Dad,ELIZABETH         DAD               VIA MOBILE - PYMT,33.0,debit,transfer_p2p
Ex Macello,Ex Macello,48.79,debit,restaurant_cafe
Sheilas Home Dr,SHEILAS HOME DR  0089903750-210925 DDR,12.96,debit,insurance_home
Cd American,2726 18JUL25 CD   AMERICAN GOLF     TELFORD GB,37.99,debit,sports_equipment
Coco Supermarket,Coco Supermarket,2.48,debit,groceries
Uk Kebabs Breakfast,UK KEBABS  BREAKFA,8.8,debit,takeaway
Ascend Estates Li,ASCEND ESTATES LI  BER14H1 STO,650.0,debit,rent
C Evershot Bakery,2583 21JUL25 C    EVERSHOT BAKERY   LTD               DORCHESTER GB,6.05,debit,restaurant_cafe
Zafpma,ZAFPMA,20.28,debit,unclassified_other
Trago Mills,Contactless Payment TRAGO MILLS (SOUTH DEVON),28.99,debit,department_store
Desharn Flyn,Desharn Flynn-koroma Desharn Flynn-Koro,100.0,debit,transfer_p2p
Francesca Gregory,FRANCESCA GREGORY 100000001620757058 BUXTON DENTAL CAKE 040003     10 15SEP25 16:35,50.0,debit,transfer_p2p
Digital Process So,DIGITAL PROCESS SO  39732 FT,28.99,debit,unclassified_other
Grill And Roti Junction,GRILL AND ROTI JUN,3.5,debit,takeaway
Hmshost,HMSHost ManchesterManchester,47.74,debit,restaurant_cafe
Cherry Hinton Phar,CHERRY HINTON PHAR,6.99,debit,pharmacy
Elvtr Uk Courses,ELVTR UK COURSES USA ON 01 JUL CPM,253.5,debit,education_general
Heddericks Ice Cr,SUMUP  *HEDDERICKS,12.7,debit,restaurant_cafe
Suman Muhato,SUMAN MUHATO 300000001579445101,100.0,debit,transfer_p2p
Afg Brent Cross Food & Cd,AFG BRENT CROSS FOOD & CD 5889,3.64,debit,groceries
Awami Foods,AWAMI FOODS,14.47,debit,groceries_specialist
Pharmalpha Limited,PHARMALPHA LIMITEDSOUTHAMPTON,5.0,debit,pharmacy
The Coachman Inn,The Coachman Inn  ON 19 SEP CPM THE COACHMAN INN,15.55,debit,pub_bar
Jsbranding,WWW.JSBRANDING.CO.,78.84,debit,clothing_workwear
Final Whistle Cafe,"FINAL WHISTLE CAFE (VIA APPLE PAY), ON 20-09-2025",2.5,debit,restaurant_cafe
Oodle,OODLE 300000001607035334,25.0,debit,car_finance_repayment
Cd Mayfair,4251 28SEP25 CD   MAYFAIR NEWS      WESTCLIFF-ON GB,2.63,debit,convenience_store
Mr Robert G Hall,MR ROBERT G HALL 600000001581483179,20.0,debit,transfer_p2p
Hedge,Hedge,35.34,debit,unclassified_other
Jadlam Toys Models,SP JADLAM TOYS MOD,9.95,debit,toys
Minesh Patel,MINESH PATEL 300000001626247859,460.0,debit,transfer_p2p
B C Lowe,B C LOWE 100000001586652374,20.0,debit,transfer_p2p
Craven Centre Service Sta,CRAVEN CENTRE SERV,33.0,debit,fuel
Travelex@sainsbury,TRAVELEX@SAINSBURY CD 3917,1934.98,debit,foreign_currency
Rumbles Fish,CARD PAYMENT TO RUMBLES FISH BAR ON 19-09-2025,13.5,debit,takeaway
Perfectattendancel,NYX*PerfectAttenda  ON 24 AUG CPM NYX*PERFECTATTENDANCEL,10.0,debit,unclassified_other
Jesse Kernan & Samuel,Jesse Kernan & Samuel Willson,760.0,debit,transfer_p2p
Christmas Tree Farm,Contactless Payment CHRISTMAS TREE FARM APPLEPAY 0259,23.0,debit,garden
Salad Money,SALAD MONEY  12049825 DDR,108.77,debit,personal_loan_repayment
Chesters Applepay,Contactless Payment CHESTERS APPLEPAY 4381,6.49,debit,takeaway
Joshua Jarvis,Joshua Jarvis                            Owed,105.0,debit,loan_repayment_manual
Skylight Restaurant,SKYLIGHT RESTAURANT RO CD 0089,1.2,debit,restaurant_cafe
Charcoal Grill Kebab Piz,Charcoal Grill Keb,39.9,debit,takeaway
Matts Ices Leighton Buzz,Matts Ices        Leighton Buzz,3.5,debit,restaurant_cafe
Bestway Wholesale Lanarkshire,"BESTWAY WHOLESALE      LANARKSHIRE,U",508.4,debit,cash_and_carry
Hamlet Wokingham,Hamlet            Wokingham,6.0,debit,restaurant_cafe
I M Body Frank Sto,I M BODY  FRANK STO,50.0,debit,gym_fitness
Pizzaking,1109 27JUN25      PIZZAKINGCARLTON  WORKSOP GB,18.2,debit,takeaway
Cewe Boots Cheltenham Ga,CEWE  BOOTS CHELTE,5.5,debit,printing_services
Ciarb Membership,Visa purchase CIARB MEMBERSHIP 2025 APPLEPAY 0064,33.8,debit,memberships
The Penny Black Bar,"THE PENNY BLACK BAR (VIA APPLE PAY), ON 25-10-2025",13.6,debit,pub_bar
Shanklin News,Shanklin News  ON 27 JUN CLP SHANKLIN NEWS,2.43,debit,convenience_store
Sound Bath,Sound bath        Sound bath 31/08  VIA MOBILE - PYMT,17.5,debit,health_other
Tom May Tattooer,Visa purchase TOM MAY TATTOOER APPLEPAY 2520,50.0,debit,beauty_treatment
Mr Colin Flaherty,MR COLIN FLAHERTY LUKE FLAHERTY     FP 22/08/25 30    61023109812088000R,372.69,debit,transfer_p2p
Bible Society,BIBLE SOCIETY D0016903,5.0,debit,charitable_donation
Flying Tiger Copenhagen,Flying Tiger,0.5,debit,retail_other
Esso Twin Bridges Esso,ESSO TWIN BRIDGES Esso,0.99,debit,fuel
Thoroughbred Labs,THOROUGHBRED LABS  230A9DA5B565C9A2 FT,42.38,debit,supplements
Tortilla Exeter,TORTILLA EXETER,10.0,debit,restaurant_cafe
Boyatt News And Post,BOYATT NEWS AND PO  ON 07 JUL CPM BOYATT NEWS AND  POST,13.3,debit,convenience_store
D And J Catering Cd,D AND J CATERING CD 4084,7.0,debit,catering
Whistle Stop Cafe,WHISTLE STOP CAFE,9.2,debit,restaurant_cafe
Cd Angel Hill Site,6457 30JUN25 CD   ANGEL HILL SITE   1025              DAGENHAM GB,1.0,debit,unclassified_card_spend
Raja Brothers,Raja Brothers,1.59,debit,convenience_store
The Queen's Head Hote,"THE QUEEN'S HEAD HOTE (VIA APPLE PAY), ON 03-10-2025",5.1,debit,pub_bar
Avoncosmeti,VISA Debit Transaction PAYPAL *AVONCOSMETI,14.0,debit,health_beauty_general
City Cars,SUMUP  *CITY CARS,6.5,debit,taxi_rideshare
Dv8 Dundee,DV8 Dundee,37.99,debit,clothing_general
Aip LTD School Meals,AIP LTD SCHOOL MEA  ON 10 SEP BCC AIP LTD SCHOOL MEALS,1.0,debit,school_fees
Boots Trafford Cntr Boots,"BOOTS, TRAFFORD CNTR Boots",52.17,debit,pharmacy
Cd Spalding,2667 11AUG25 CD   SPALDING          SUPERSTORE        SPALDING GB,7.27,debit,groceries
Lydia Fison,LYDIA FISON 300000001642572609,173.0,debit,transfer_p2p
Newport Pharmacy,Newport Pharmacy,22.99,debit,pharmacy
Eagle Approach Gol,NYA*Eagle Approach,8.0,debit,sports_participation
Abirami,8211 28JUN25 C    PPOINT_*ABIRAMI   MINI M            NORTHAMPTON GB,4.0,debit,convenience_store
The Stevenson Grou,THE STEVENSON GROU101268            VIA MOBILE - PYMT FP 06/09/25 10    41120713631607000N,253.2,debit,unclassified_other
Mid Counties Co-op,MID COUNTIES CO-OP       SUTTON COLDFIGB2025-06-11,180.0,debit,groceries
Ufer Coffee,Ufer Coffee       North Ferriby,3.8,debit,restaurant_cafe
Cd Marquee,1692 29AUG25 CD   MARQUEE           HULL GB,11.6,debit,pub_bar
Euromarket,EUROMARKET,4.34,debit,groceries_specialist
Flytap, Flytap.com,307.12,debit,flights
Bloco LTD,BLOCO LTD - TICKET,22.4,debit,live_music
C Tim Hortons Uk,1365 03AUG25 C    TIM HORTONS UK    807828            GLASGOW GB,5.38,debit,restaurant_cafe
Aquatica,Aquatica,8.83,debit,unclassified_other
Iller,6007 20SEP25      SUPPORTPDFF       ILLER.COM         8557501663 IE     USD           1.50VRATE       1.3513,1.11,debit,unclassified_other
Than Tin J Re Z Sto,THAN TIN J RE Z STO  THAN TIN J RE Z STO ,10.0,debit,unclassified_other
Offthekerbm,HTTP://WWW.OFFTHEKERBM CD 4099,170.0,debit,theatre
Calderdale Mbc Flutte,"CALDERDALE MBC, FLUTTE Calderdale Mbc Flutte",6.6,debit,government_services
Hearts Direct,Contactless Payment SP HEARTS DIRECT 2025-07-27,8.99,debit,sportswear
Milford Club,7394 23AUG25 C    MILFORD CLUB      GODALMING GB,13.2,debit,private_members_club
Pra Uk,PRA UK LIMITED                        REFERENCE: 070452890436999,20.0,debit,debt_collection
Specific Url Tbc,SPECIFIC URL TBC H01280 LANDLIN,2.1,debit,unclassified_other
Animal Health Careinitial,ANIMAL HEALTH CAREINITIAL PAYMENT,13.49,debit,veterinary
Dunedin Bistro Cafe,"Dunedin Bistro Cafe - 261 Canongate,, Edinburgh",5.0,debit,restaurant_cafe
The Mucky Duck,THE MUCKY DUCK The Mucky Duck,6.6,debit,pub_bar
Cd Notcutts,5555 18JUN25 CD   NOTCUTTS GARDEN CEOXFORD GB,3.25,debit,garden
Islaam,ISLAAM 400000001634835462,55.0,debit,unclassified_other
Ace Comps Group LTD,Ace Comps Group Ltd,5.97,debit,prize_competitions
MET Parking Services,MET PARKING SERVIC  ON 03 AUG BCC MET PARKING SERVICES L,60.0,debit,car_parking
Pipingcentr,Visa purchase PAYPAL *PIPINGCENTR,24.79,debit,musical_instruments
Resident Advisor,RESIDENT ADVISOR T,71.5,debit,live_music
Monvica,SP MONVICA,49.95,debit,unclassified_other
Look Again,Look Again A143681002,5.0,debit,catalogue_retail
Rosie King,To Rosie King - 07777509684 watsap - SortCodeAccountNumber: 04000323995979,0.07,debit,transfer_p2p
Maaya Indian Kitchen And,Maaya Indian Kitch,69.74,debit,restaurant_cafe
Cd Ethen Convenience Stor,3422 14AUG25 CD   ETHEN CONVENIENCE STOR              LONDON GB,5.98,debit,convenience_store
Cd Omg Bristol Bar,8066 28AUG25 CD   OMG BRISTOL BAR   BRISTOL GB,6.7,debit,pub_bar
South Oxfordshire Dist Council,47373315 South Oxfordshire Dist Council,224.0,debit,council_tax
C L Bell Taxi,C L BELL  TAXI FT,5.5,debit,taxi_rideshare
A Sinole Anas,A SINOLE  ANAS FT,6.0,debit,transfer_p2p
Margaret Hill,Payment to MARGARET HILL 804722 13923865,100.0,debit,transfer_p2p
Wanstead Tea Hut,WANSTEAD TEA HUT,3.0,debit,restaurant_cafe
Howdens-s,HOWDENS-S/CORNER DLONDON NW2,226.22,debit,kitchen
Skegness Holiday Park,HAVEN SKEGNESS F and B Skegness Holiday Park,38.99,debit,restaurant_cafe
G Clay And Son,G CLAY AND SON,27.0,debit,groceries_specialist
Mick The Chips Nantwich,Mick the chips    Nantwich,15.4,debit,takeaway
Swift Mobile Tyres LTD,SWIFT MOBILE TYRES  ON 23 AUG CPM SWIFT MOBILE TYRES LTD,220.0,debit,vehicle_maintenance
Chick And Shakes,Chick And Shakes,7.95,debit,takeaway
Two Mile Hill Primary,VISA Debit Transaction TWO MILE HILL PRIMARY,5.0,debit,school_fees
Gallery Of Beauty,Zettle_*Gallery of,9.6,debit,beauty_treatment
Godfrey S Of Hornchurc,Godfrey's of Hornc  ON 27 SEP CPM GODFREY'S OF HORNCHURC,13.05,debit,restaurant_cafe
Pretsell Training And Consultancy,Natwest account - 028 Pretsell Training And Consultancy - SortCodeAccountNumber: 01003912398268,250.0,debit,education_general
Wizard Slots,WIZARD SLOTS,10.0,debit,gambling_casino
Onesnug Uk,SP ONESNUG UK,24.99,debit,home_accessories
Ineedatracker,INEEDATRACKER.COM,270.0,debit,gadgets
Kvl Nat West To Kvl,KVL               NAT WEST TO KVL   VIA MOBILE - PYMT,24.0,debit,transfer_own_account
Ksq Fc,KSQ FC,24.0,debit,sports_participation
Fleetwood Gym Juni,FLEETWOOD GYM JUNI 300000001608090822,25.0,debit,gym_fitness
Rebecca Royle,Payment to REBECCA ROYLE 040003 44276140 2025-07-20,40.0,debit,transfer_p2p
C Unique,8211 29AUG25 C    UNIQUE MOBILE     NORTHAMPTON GB,35.0,debit,mobile_handset
Newcastle City Council 1l,NEWCASTLE CITY COU,2.34,debit,government_services
Fieldsofgoldfe,SKIDDLE*FIELDSOFGO  ON 22 AUG BCC SKIDDLE*FIELDSOFGOLDFE,31.99,debit,live_music
Bossmans Corner Shop,BOSSMANS CORNER SH,1.9,debit,convenience_store
Macknade,Macknade,2.25,debit,groceries_specialist
Wickford Tandoori Cd,WICKFORD TANDOORI CD 4840,10.0,debit,takeaway
Rainbow Beach F Works,RAINBOW BEACH F/WO AUSTRALIA AMOUNT IN AUD 12.30 ON 03 OCT VISA 2.027674 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.18 RAINBOW BEACH F/WORKS,6.25,debit,foreign_spend_unspecified
Virtanen J Itf,To A/C 59881879   VIRTANEN J ITF MATVia Mobile Xfer   Rent reserve,400.0,debit,rent
Coral Island,CORAL ISLAND,10.0,debit,days_out
The Larder At Butlers,The Larder at Butlers The Larder At Butlers,19.9,debit,restaurant_cafe
Solitaire Cash,4666 04SEP25      SOLITAIRE CASH    LONDON GB,6.0,debit,gambling_unspecified
Just Vapours,JUST VAPOURS,12.0,debit,vaping
Regent,REGENT - 1887,3.85,debit,unclassified_other
Sandgate Service Station,Visa purchase SANDGATE SERVICE STATION,49.03,debit,fuel
Monmouthshire Coun Local,Monmouthshire Coun Local Council,223.0,debit,council_tax
Servy,8696 18OCT25      SERVY UK*         GRAINLOFT         LONDON GB,11.48,debit,restaurant_cafe
Song Hong Mein Taylondon,Song Hong/Mein TayLondon,161.75,debit,restaurant_cafe
Skelmersdale Cricket And,Contactless Payment SKELMERSDALE CRICKET AND APPLEPAY 0438,5.7,debit,pub_bar
