merchant_raw,description_raw,amount,direction,native_category,gold_leaf,target_leaf
,KIYEMBA J  LOAN FT,860.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"SALAD FINANCE LIMI SALAD MONEY 303b1675e2d249aa90 SALAD MONEY,303b1675e2d249aa90",1232.14,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Payment from Innocent Enweazu - Loan,4489.23,credit,LOAN_DISBURSEMENTS_MORTGAGE_AND_AUTO,transfer_p2p,loan_disbursement
,"C ALCOCK LEND       03AUG25 600000001605615127 LEND       03AUG25,600000001605615127",30.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,Visa credit CLEARPAY 5241,3.79,credit,LOAN_DISBURSEMENTS_OTHER,refund_received,loan_disbursement
,"ULTIMATE FINANCE L CM25100621782096 304065     40 20OCT25 14:11 CM25100621782096,304065     40",117000.00,credit,LOAN_DISBURSEMENTS_BNPL_AND_EWA,loan_disbursement,loan_disbursement
,"SARAH HAYHURST LEND PH3OE7LZO7JT48LLM0 LEND,PH3OE7LZO7JT48LLM0",20.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,K Kyriacou  LOAN BGC,100.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,SARAH WRIGHT BANK OF SCOT 2 250819104154632672,2.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,WAGESTREAM FINANCESAVINGS WITHDRAWALFP 31/07/25 1007  MODULO00P210XFYWZM,20.00,credit,LOAN_DISBURSEMENTS_OTHER,savings_transfer,loan_disbursement
,Lending Stream  PAYMENT2766080 BGC,300.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"BIBI A OVERDRAFT RP4679963175981400 OVERDRAFT,RP4679963175981400",120.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Lucy Allan lend,20.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"S WILSON LEND 100000001604492131 LEND,100000001604492131",20.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"AMELIA KUNZI LENDING MONEY PM81Z60ND3WYK4HQT6 24AUG25 LENDING MONEY,PM81Z60ND3WYK4HQT6",4.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,T CHAMBERLAIN     LOAN              FP 07/07/25 1334  200000001586510245,10.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,VAN BEEK PS  LEND FT,50.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,WOOLDRIDGE DM  MONEY BORROWED BGC,30.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,CLEARPAY CD 5288,2.30,credit,LOAN_DISBURSEMENTS_BNPL_AND_EWA,refund_received,loan_disbursement
,OODLE CAR FINANCE  220929181746390-02 UNP,223.72,credit,LOAN_DISBURSEMENTS_OTHER,returned_payment,loan_disbursement
,M Rashed          Loan repayment,1100.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,TRANSFER FROM LOAN,4.92,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,NatWest Boxed loan  Loan Disbursement BGC,15000.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"J GOODALL LOAN 200000001580135766 LOAN,200000001580135766",1500.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,PAYMENT2718292 Lending Stream,150.00,credit,LOAN_DISBURSEMENTS_PERSONAL,loan_disbursement,loan_disbursement
,"C YOUNG LOAN       06JUL25 300000001593388950 LOAN       06JUL25,300000001593388950",70.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,PIERCE KA         Loan              VIA MOBILE - PYMT,20.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"SHAFER A M LEND 051199858421207001 LEND,051199858421207001",20.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"OPTIMUM KEY PROPER CLEARPAY   14SEP25 000000000073771199 CLEARPAY   14SEP25,000000000073771199",30.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,H KHUHENDRANATH   LOAN REPAYMENT    FP 22/07/25 2223  400000001603706871,8.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,25klarna11,5.91,credit,LOAN_DISBURSEMENTS_BNPL_AND_EWA,refund_received,loan_disbursement
,"ULTIMATE FINANCE L CM25100620050297 304065     40 23SEP25 14:15 CM25100620050297,304065     40",31000.00,credit,LOAN_DISBURSEMENTS_BNPL_AND_EWA,loan_disbursement,loan_disbursement
,CASHBACK 80389410,0.30,credit,LOAN_DISBURSEMENTS_OTHER,cashback,loan_disbursement
,"ULTIMATE FINANCE L CM25100621991632 304065     40 23OCT25 14:11 CM25100621991632,304065     40",77900.00,credit,LOAN_DISBURSEMENTS_BNPL_AND_EWA,loan_disbursement,loan_disbursement
Reston Waste Manag,RESTON WASTE MANAG 200000001583043346 602426     10 01JUL25 12:11,1824.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Waste Investig Ations,Waste Investigations ,150.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Eurotool Hire,EUROTOOL HIRE WEB,54.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,tools,utility_other
Ea Waste,EA WASTE CARRIERS  ON 01 SEP BDC,125.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Aaa Waste Solution,AAA Waste Solution7 ross ct. tilli,150.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
,POOLSCHOOLS VC LTD,34.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,sports_participation,utility_other
,6437 16OCT25 CD   WH SMITH ROYAL    INFIRMA           EDINBURGH GB,9.26,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,stationery,utility_other
,STOCKPORT MBC 01      5000317630,175.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,council_tax,utility_other
The Waste Team,To The Waste Team - 35564 - SortCodeAccountNumber: 40331901566431,400.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Georgia Bro,GEORGIA BRO* GEORG,4.90,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,retail_other,utility_other
Fraser Waste Managemen,Fraser Waste Managemen,36.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Midlands Hgv Servi,MIDLANDS HGV SERVI 300000001618736418 MORRISON002 602209     10 21AUG25 09:07,240.90,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,vehicle_servicing,utility_other
Camden Fringe LTD,Camden Fringe Ltd,34.05,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,theatre,utility_other
Green Garden Waste,GREEN GARDEN WASTE,50.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Cd Zettle,1052 15AUG25 CD   ZETTLE_*W S WASTE MANA              POOLE GB,1.50,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Hotpodg,HOTPODGATESHEAD   BEDLINGTON,60.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,gym_fitness,utility_other
Scott Fawcett Waste,Scott Fawcett Waste,200.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Orange Botosani,ORANGE BOTOSANI,15.80,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,mobile_phone_contract,utility_other
Pmpc Waste Removal,PMPC WASTE REMOVAL,90.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Vdp-easyjet Luton,VDP-EASYJET LUTON,116.98,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,flights,utility_other
,"STANDING ORDER VIA FASTER PAYMENT TO LBG WASTE MANGEM REFERENCE CASEYBAKER BINS , MANDATE NO 0129",23.83,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Molehill Waste Clearance Limited,United Kingdom Account - 3937 Molehill Waste Clearance limited - SortCodeAccountNumber: 60243719636075,260.40,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
,6437 24OCT25 CD   WH SMITH ROYAL    INFIRMA           EDINBURGH GB,5.37,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,stationery,utility_other
,To Jake Simpkin - Waste removal - SortCodeAccountNumber: 07024627778057,1000.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
,Direct Debit - First Payment OOODLES LTD 070806 10648375,59.99,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,retail_other,utility_other
,TM LEGAL  ON 01 AUG CPM,25.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,debt_collection,utility_other
Centrica,CARD PAYMENT TO CENTRICA HIVE LTD ON 16-09-2025,3.99,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,energy,utility_other
,Direct Debit - First Payment OURTAAP 162224 10135836,24.99,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,utility_other,utility_other
Rapid Waste Remova,RAPID WASTE REMOVA  39 BRIAR HILL FT,160.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
,6437 22AUG25 CD   WH SMITH ROYAL    INFIRMA           EDINBURGH GB,5.28,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,stationery,utility_other
,To Tm Legal Services - TMLS-887632-2,30.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,debt_collection,utility_other
Annys,PENDING ANNYS,8.38,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,retail_other,utility_other
Dial-a-bin Refuse,Dial-a-bin Refuse Coll,250.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
,6437 21AUG25 CD   WH SMITH ROYAL    INFIRMA           EDINBURGH GB,8.50,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,stationery,utility_other
Bobby J Caiger,BOBBY J CAIGER 500000001627722238 RUBBISH DISPOSAL 110852     10 11SEP25 16:17,120.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
M & M Waste Solution,M & M Waste Solution,330.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Eurotradezone LTD,Eurotradezone Ltd,70.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,retail_other,utility_other
Monster Clearance Waste,Monster clearance Waste 44 Stratford,100.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Le Pisani Seaton Resta,LE PISANI SEATON R,9.60,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,restaurant_cafe,utility_other
,LET YOUR ROOMS LTD 500000001641345382,150.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,estate_agent,utility_other
Waste Investigatio,WASTE INVESTIGATIO,150.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
,To Tm Legal Services - TMLS-817918-1,30.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,debt_collection,utility_other
,Ssreso LTD 312,24.58,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,retail_other,utility_other
Aaa Waste Solution Maggie.,AAA Waste SolutionMaggie. Ross Court,100.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
A Star Waste Management,A Star Waste Management Limited Off balance,1000.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Lee Sanitation LTD,LEE SANITATION LTD  ON 02 SEP BDC,77.33,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,home_repair,utility_other
Hippo Waste,Hippo Waste,189.99,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Rm Waste Clearance,RM WASTE CLEARANCE  INV 1945 FT,440.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Sulzer Pumps,SULZER PUMPS WASTE  40163 BBP,8305.92,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Drm Botosani 2 C1,DRM BOTOSANI 2 C1,9.93,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,mobile_phone_contract,utility_other
Fswaste.co.uk,FSWASTE.CO.UK,86.40,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Evergreen Waste Servic,Evergreen Waste Servic,290.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Jlc Waste Management LTD,Metro Bank account - Chiswick riv Jlc Waste Management Ltd - SortCodeAccountNumber: 23058038525808,360.00,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,waste_services,utility_other
Ultralight Outdoor,0303 16AUG25      ULTRALIGHT OUTDOORBILLINGHAM GB,69.99,debit,RENT_AND_UTILITIES_OTHER_UTILITIES,clothing_outdoor,utility_other
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TES33R212T SANTANDER REFERENCE 212TES33R212T,30.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,"TRADING 212 UK LIM 39131724 D2997ZKXFX61 39131724,D2997ZKXFX61",253.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,To Trading 212 - 212TE3QPJ212T - SortCodeAccountNumber: 60000148805769,50.00,debit,TRANSFER_OUT_OTHER,investment_trading,investment_trading
,CARD PAYMENT TO WWW.ETORO.COM ON 03-09-2025,100.00,debit,TRANSFER_OUT_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 38974683 DD2CF0MLL01J 38974683,DD2CF0MLL01J",400.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 38207688 D61MD8XHRTK5 38207688,D61MD8XHRTK5",604.55,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TDYOTD212T SANTANDER REFERENCE 212TDYOTD212T,140.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TEX4HO212T SANTANDER REFERENCE 212TEX4HO212T,30.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,TRADING 212 UK LIM36038474          FP 12/08/25 1709  DHL9SWL9J79P      36038474,4.95,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 21280754 DXV88NQTL642 21280754,DXV88NQTL642",108.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,TRADING 212 UK LIM37664824          FP 10/09/25 1020  DX45BKMM600N      37664824,400.00,credit,INCOME_SALARY,investment_trading,investment_trading
,To Trading 212 - 212TEAJ65212T - SortCodeAccountNumber: 60000148805769,10.00,debit,TRANSFER_OUT_OTHER,investment_trading,investment_trading
,To Trading 212 - 212TE5UEJ212T - SortCodeAccountNumber: 60000148805769,7800.00,debit,TRANSFER_OUT_OTHER,investment_trading,investment_trading
,Trading 212 UK Lim35228970,387.47,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 38974683 F3B2ZBYB5VT5 38974683,F3B2ZBYB5VT5",300.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 38974683 DCDYCL0WYX1X 38974683,DCDYCL0WYX1X",400.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,INT'L 0019498757  Trading212 .      London            USD 14.87 @ 1.3579 Visa Rate,10.95,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TDCJ37212T SANTANDER REFERENCE 212TDCJ37212T,20.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,FASTER PAYMENTS RECEIPT REF.35159326 FROM TRADING 212 UK LIMITED,70.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 39125586   13SEP25 DYRQWQ1MDWG0 39125586   13SEP25,DYRQWQ1MDWG0",20.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,Payment from Trading 212 Uk Limited - 40767910,100.00,credit,INCOME_SALARY,investment_trading,investment_trading
,To Trading 212 - 212TE2VT0212T - SortCodeAccountNumber: 60000148805769,250.00,debit,TRANSFER_OUT_OTHER,investment_trading,investment_trading
,Trading 212 Uk Limited 3258819,14.23,credit,INCOME_SALARY,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TDEYKB212T SANTANDER REFERENCE 212TDEYKB212T,30.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,Trading 212 Uk Limited 3258820,900.00,credit,INCOME_SALARY,investment_trading,investment_trading
,TRADING 212 UK LIM38667828          FP 26/09/25 1835  F4JB6GPC9GS7      38667828,300.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE TRADING212 SANTANDER REFERENCE 212TF0FST212T,300.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,CREDIT FROM TRADING 212 ON 13-08-2025,50.00,credit,TRANSFER_IN_CHECKS_AND_ATM,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TCQT54212T SANTANDER REFERENCE 212TCQT54212T,105.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,CARD PAYMENT TO ETORO ON 05-09-2025,200.00,debit,TRANSFER_OUT_OTHER,investment_trading,investment_trading
,Trading 212 UK Lim  34769226 BGC,5061.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TDZZUP212T SANTANDER REFERENCE 212TDZZUP212T,30.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TEOH12212T SANTANDER REFERENCE 212TEOH12212T,30.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,Trading 212 Uk Limited 38489381,92.85,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TE50MH212T SANTANDER REFERENCE 212TE50MH212T,400.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TDE76G212T SANTANDER REFERENCE 212TDE76G212T,20.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,CARD PAYMENT TO WWW.ETORO.COM ON 17-10-2025,100.00,debit,TRANSFER_OUT_OTHER,investment_trading,investment_trading
,Bank credit FREETRADE LIMITED 609242 71003722,176.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TE286J212T SANTANDER REFERENCE 212TE286J212T,600.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,"TRADING 212 UK LIM 39125586   14SEP25 DZ82PT4CTB1Y 39125586   14SEP25,DZ82PT4CTB1Y",30.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,Trading 212 Uk Limited 34486358,51.88,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 38974683 DQ244WCMQJH1 38974683,DQ244WCMQJH1",200.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,Trading 212,20.80,credit,TRANSFER_IN_INVESTMENT_AND_RETIREMENT_FUNDS,investment_trading,investment_trading
,Trading 212 Uk Limited 2306912,0.30,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,Trading 212 UK Lim36792106,59.93,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TCPG91212T SANTANDER REFERENCE 212TCPG91212T,600.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TDQY0E212T SANTANDER REFERENCE 212TDQY0E212T,1000.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,"TRADING 212 UK LIM 38974683 DGY97WM92Z3J 38974683,DGY97WM92Z3J",200.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 39690408 D0PBPV5ZXFCR 39690408,D0PBPV5ZXFCR",100.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TDJH44212T SANTANDER REFERENCE 212TDJH44212T,600.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,TRADING 212 UK LIM30941209          FP 17/09/25 0206  F0FP3BV9VJKF      30941209,110.19,credit,INCOME_SALARY,investment_trading,investment_trading
,"TRADING 212 UK LIM 33350001   17AUG25 DKRTGV2K5S2M 33350001   17AUG25,DKRTGV2K5S2M",40.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,TRADING212 .,100.00,credit,TRANSFER_IN_INVESTMENT_AND_RETIREMENT_FUNDS,investment_trading,investment_trading
,"TRADING 212 UK LIM 38974683 DDP88BZ3Y2DR 38974683,DDP88BZ3Y2DR",200.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,Payment from Trading 212 Uk Limited - 41559911,10.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,"TRADING 212 UK LIM 38974683 F153S6FXFN1R 38974683,F153S6FXFN1R",200.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,Bank credit FREETRADE LIMITED 609242 71003722 2025-09-28,0.05,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TCC4GO212T SANTANDER REFERENCE 212TCC4GO212T,1720.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRADING 212 REFERENCE 212TD4BG9212T SANTANDER REFERENCE 212TD4BG9212T,80.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,investment_trading,investment_trading
,"TRADING 212 UK LIM 38974683 DMM8PF5T1XWK 38974683,DMM8PF5T1XWK",340.00,credit,TRANSFER_IN_OTHER,investment_trading,investment_trading
,3574 12AUG25      123TEMPLATES      LONDON GB         EUR         115.82VRATE       1.1527N-S TRN FEE   2.76,103.23,debit,BANK_FEES_OTHER_BANK_FEES,web_services,account_charge
,Tide fee for the transaction of £89.88 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
S Innovator Bilisim,S/INNOVATOR BILISI TURKEY AMOUNT IN EUR 45.00 ON 15 SEP VISA 1.15393 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £1.17 S/INNOVATOR BILISIM,40.17,debit,BANK_FEES_OTHER_BANK_FEES,web_services,account_charge
Autentik Palma,AUTENTIK PALMA SPAIN AMOUNT IN EUR 16.85 ON 11 JUL VISA 1.15795 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.44 ,14.99,debit,BANK_FEES_OTHER_BANK_FEES,restaurant_cafe,account_charge
,UNPAID TRANSAC FEE01AUG A/C 00644196,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,Tide fee for the transaction of £683.80 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,UNPAID TRANSAC FEE01AUG A/C 74567780,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,UNPAID TRANSAC FEE14AUG A/C 72509430,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,Tide fee for the transaction of £21.50 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,PHZ BALTONA C99 POLAND AMOUNT IN PLN 44.15 ON 06 JUL VISA 4.90064 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.27 ,9.28,debit,BANK_FEES_OTHER_BANK_FEES,airport_spend,account_charge
,7531 25JUL25      IMGFLUX           HULL GB           EUR         115.14VRATE       1.1497N-S TRN FEE   2.75,102.89,debit,BANK_FEES_OTHER_BANK_FEES,online_services,account_charge
,3574 13AUG25      ESKILLHUB         443301220324 GB   EUR          34.70VRATE       1.1543N-S TRN FEE   0.83,30.89,debit,BANK_FEES_ATM,education_general,account_charge
,4572 05OCT25 CD   OLYMPIC CATERING  ATHENS GR         EUR          11.20VRATE       1.1451N-S TRN FEE   0.27,10.05,debit,BANK_FEES_ATM,restaurant_cafe,account_charge
,NON-GBP TRANS FEE 2.75% CD 9118,1.71,debit,BANK_FEES_FOREIGN_TRANSACTION_FEES,money_transfer_fee,account_charge
,Tide fee for the transaction of £299.80 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 31AUG2025,0.85,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 461121734,8.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 461508618,26.55,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,UNPAID TRANSAC FEE14AUG A/C 54390362,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,Service Charges Ref:708406075,21.17,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Nafees Carrington Bradford,11.00,debit,BANK_FEES_OTHER_BANK_FEES,transfer_p2p,account_charge
,UNPAID TRANSAC FEE12AUG A/C 66722896,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,Tide fee for the transaction of £20.80 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £3.04 amount,0.08,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,"Notemachine ATM - Notemachine, BD6 3DQ (includes fee of GBP 1.00)",31.00,debit,BANK_FEES_ATM,cash_withdrawal,account_charge
,UNPAID TRANSAC FEE14JUL A/C 54390362,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,0665 18AUG25      FLOXYHEALTH       PRAGUE CZ         EUR          11.58VRATE       1.1568N-S TRN FEE   0.28,10.29,debit,BANK_FEES_OTHER_BANK_FEES,health_other,account_charge
